"","Entity","Code","Year","nuclear_perc"
"748","Switzerland","CHE","1977",7.874168
"749","Taiwan","TWN","1977",0.11802907
"750","USSR","OWID_USS","1977",1.1797012
"751","United Kingdom","GBR","1977",4.5736017
"752","United States","USA","1977",3.5861666
"753","Upper-middle-income countries","","1977",0.8045734
"754","Venezuela","VEN","1977",0
"755","World","OWID_WRL","1977",2.0920198
"756","Africa","","1978",0
"757","Africa (EI)","","1978",0
"758","Algeria","DZA","1978",0
"759","Argentina","ARG","1978",1.8586161
"760","Asia","","1978",1.3826976
"761","Asia Pacific (EI)","","1978",1.4525934
"762","Austria","AUT","1978",0
"763","Bangladesh","BGD","1978",0
"764","Belgium","BEL","1978",6.1779966
"765","Brazil","BRA","1978",0
"766","Bulgaria","BGR","1978",5.469179
"767","CIS (EI)","","1978",1.1624627
"768","Canada","CAN","1978",3.4260345
"769","Central America (EI)","","1978",0
"770","Chile","CHL","1978",0
"771","China","CHN","1978",0
"772","Colombia","COL","1978",0
"773","Czechia","CZE","1978",0
"774","Egypt","EGY","1978",0
"775","Europe","","1978",2.0497918
"776","Europe (EI)","","1978",2.5896432
"777","European Union (27)","","1978",2.416025
"778","Finland","FIN","1978",3.7396271
"779","France","FRA","1978",3.808715
"780","Germany","DEU","1978",2.9981933
"781","High-income countries","","1978",3.215915
"782","Hungary","HUN","1978",0
"783","India","IND","1978",0.5727649
"784","Indonesia","IDN","1978",0
"785","Iran","IRN","1978",0
"786","Italy","ITA","1978",0.7324012
"787","Japan","JPN","1978",3.9825122
"788","Lower-middle-income countries","","1978",0.27835628
"789","Malaysia","MYS","1978",0
"790","Mexico","MEX","1978",0
"791","Middle East (EI)","","1978",0
"792","Netherlands","NLD","1978",1.2812008
"793","New Zealand","NZL","1978",0
"794","Non-OECD (EI)","","1978",0.6981343
"795","North America","","1978",3.6386788
"796","North America (EI)","","1978",3.7014585
"797","Norway","NOR","1978",0
"798","OECD (EI)","","1978",3.237287
"799","Oceania","","1978",0
"800","Pakistan","PAK","1978",0.37226
"801","Peru","PER","1978",0
"802","Poland","POL","1978",0
"803","Romania","ROU","1978",0
"804","Saudi Arabia","SAU","1978",0
"805","Slovakia","SVK","1978",0.025740106
"806","South Africa","ZAF","1978",0
"807","South America","","1978",0.35441825
"808","South and Central America (EI)","","1978",0.2897893
"809","Spain","ESP","1978",2.648045
"810","Switzerland","CHE","1978",8.271459
"811","Taiwan","TWN","1978",2.69455
"812","USSR","OWID_USS","1978",1.1624627
"813","United Kingdom","GBR","1978",4.2296953
"814","United States","USA","1978",3.8651876
"815","Upper-middle-income countries","","1978",0.79569614
"816","Venezuela","VEN","1978",0
"817","World","OWID_WRL","1978",2.3361566
"818","Africa","","1979",0
"819","Africa (EI)","","1979",0
"820","Algeria","DZA","1979",0
"821","Argentina","ARG","1979",1.60929
"822","Asia","","1979",1.613693
"823","Asia Pacific (EI)","","1979",1.7118819
"824","Austria","AUT","1979",0
"825","Bangladesh","BGD","1979",0
"826","Belgium","BEL","1979",5.473749
"827","Brazil","BRA","1979",0
"828","Bulgaria","BGR","1979",5.5100193
"829","CIS (EI)","","1979",1.2857972
"830","Canada","CAN","1979",3.7621908
"831","Central America (EI)","","1979",0
"832","Chile","CHL","1979",0
"833","China","CHN","1979",0
"834","Colombia","COL","1979",0
"835","Czechia","CZE","1979",0
"836","Egypt","EGY","1979",0
"837","Europe","","1979",2.2191715
"838","Europe (EI)","","1979",2.783352
"839","European Union (27)","","1979",2.6122732
"840","Finland","FIN","1979",7.1456394
"841","France","FRA","1979",4.854645
"842","Germany","DEU","1979",3.3706467
"843","High-income countries","","1979",3.2244244
"844","Hungary","HUN","1979",0
"845","India","IND","1979",0.5628936
"846","Indonesia","IDN","1979",0
"847","Iran","IRN","1979",0
"848","Ireland","IRL","1979",0
"849","Italy","ITA","1979",0.4214977
"850","Japan","JPN","1979",4.546798
"851","Lower-middle-income countries","","1979",0.2532527
"852","Malaysia","MYS","1979",0
"853","Mexico","MEX","1979",0
"854","Middle East (EI)","","1979",0
"855","Netherlands","NLD","1979",1.065818
"856","New Zealand","NZL","1979",0
"857","Non-OECD (EI)","","1979",0.7753299
"858","North America","","1979",3.3800695
"859","North America (EI)","","1979",3.438229
"860","Norway","NOR","1979",0
"861","OECD (EI)","","1979",3.2316587
"862","Oceania","","1979",0
"863","Pakistan","PAK","1979",0.1078378
"864","Peru","PER","1979",0
"865","Poland","POL","1979",0
"866","Romania","ROU","1979",0
"867","Saudi Arabia","SAU","1979",0
"868","Slovakia","SVK","1979",2.8270974
"869","South Africa","ZAF","1979",0
"870","South America","","1979",0.3051071
"871","South and Central America (EI)","","1979",0.25217336
"872","Spain","ESP","1979",2.1536462
"873","Switzerland","CHE","1979",11.671801
"874","Taiwan","TWN","1979",6.016896
"875","USSR","OWID_USS","1979",1.2857972
"876","United Kingdom","GBR","1979",4.1582985
"877","United States","USA","1979",3.5308394
"878","Upper-middle-income countries","","1979",0.85794216
"879","Venezuela","VEN","1979",0
"880","World","OWID_WRL","1979",2.348817
"881","Africa","","1980",0
"882","Africa (EI)","","1980",0
"883","Algeria","DZA","1980",0
"884","Argentina","ARG","1980",1.4066768
"885","Asia","","1980",1.8943893
"886","Asia Pacific (EI)","","1980",2.002804
"887","Austria","AUT","1980",0
"888","Bangladesh","BGD","1980",0
"889","Belgium","BEL","1980",6.28998
"890","Brazil","BRA","1980",0
"891","Bulgaria","BGR","1980",5.206458
"892","CIS (EI)","","1980",1.559354
"893","Canada","CAN","1980",3.979667
"894","Central America (EI)","","1980",0
"895","Chile","CHL","1980",0
"896","China","CHN","1980",0
"897","Colombia","COL","1980",0
"898","Czechia","CZE","1980",0
"899","Egypt","EGY","1980",0
"900","Europe","","1980",2.6470616
"901","Europe (EI)","","1980",3.3349023
"902","European Union (27)","","1980",3.229818
"903","Finland","FIN","1980",7.4766593
"904","France","FRA","1980",7.53303
"905","Germany","DEU","1980",3.7208297
"906","High-income countries","","1980",3.5866518
"907","Hungary","HUN","1980",0
"908","India","IND","1980",0.57009923
"909","Indonesia","IDN","1980",0
"910","Iran","IRN","1980",0
"911","Ireland","IRL","1980",0
"912","Israel","ISR","1980",0
"913","Italy","ITA","1980",0.3634563
"914","Japan","JPN","1980",5.4955583
"915","Lower-middle-income countries","","1980",0.25683728
"916","Malaysia","MYS","1980",0
"917","Mexico","MEX","1980",0
"918","Middle East (EI)","","1980",0
"919","Netherlands","NLD","1980",1.3663871
"920","New Zealand","NZL","1980",0
"921","Non-OECD (EI)","","1980",0.91430134
"922","North America","","1980",3.4588842
"923","North America (EI)","","1980",3.5205734
"924","Norway","NOR","1980",0
"925","OECD (EI)","","1980",3.5805404
"926","Oceania","","1980",0
"927","Pakistan","PAK","1980",0.14586356
"928","Peru","PER","1980",0
"929","Poland","POL","1980",0
"930","Romania","ROU","1980",0
"931","Saudi Arabia","SAU","1980",0
"932","Slovakia","SVK","1980",5.8589435
"933","South Africa","ZAF","1980",0
"934","South America","","1980",0.25479296
"935","South and Central America (EI)","","1980",0.21201314
"936","Spain","ESP","1980",1.6589721
"937","Switzerland","CHE","1980",13.249826
"938","Taiwan","TWN","1980",7.393402
"939","USSR","OWID_USS","1980",1.559354
"940","United Kingdom","GBR","1980",4.4119177
"941","United States","USA","1980",3.614341
"942","Upper-middle-income countries","","1980",1.005685
"943","Venezuela","VEN","1980",0
"944","World","OWID_WRL","1980",2.5916312
"945","Africa","","1981",0
"946","Africa (EI)","","1981",0
"947","Algeria","DZA","1981",0
"948","Argentina","ARG","1981",1.744777
"949","Asia","","1981",2.0056758
"950","Asia Pacific (EI)","","1981",2.1365519
"951","Austria","AUT","1981",0
"952","Bangladesh","BGD","1981",0
"953","Belgium","BEL","1981",6.778338
"954","Brazil","BRA","1981",0
"955","Bulgaria","BGR","1981",7.8164997
"956","CIS (EI)","","1981",1.79874
"957","Canada","CAN","1981",4.217374
"958","Central America (EI)","","1981",0
"959","Chile","CHL","1981",0
"960","China","CHN","1981",0
"961","Colombia","COL","1981",0
"962","Czechia","CZE","1981",0
"963","Egypt","EGY","1981",0
"964","Europe","","1981",3.4930177
"965","Europe (EI)","","1981",4.626286
"966","European Union (27)","","1981",4.780432
"967","Finland","FIN","1981",15.463504
"968","France","FRA","1981",13.080229
"969","Germany","DEU","1981",4.5273995
"970","High-income countries","","1981",4.316271
"971","Hungary","HUN","1981",0
"972","India","IND","1981",0.51859957
"973","Indonesia","IDN","1981",0
"974","Iran","IRN","1981",0
"975","Ireland","IRL","1981",0
"976","Israel","ISR","1981",0
"977","Italy","ITA","1981",0.45514545
"978","Japan","JPN","1981",5.9265947
"979","Lower-middle-income countries","","1981",0.24689494
"980","Malaysia","MYS","1981",0
"981","Mexico","MEX","1981",0
"982","Middle East (EI)","","1981",0
"983","Netherlands","NLD","1981",1.2549425
"984","New Zealand","NZL","1981",0
"985","Non-OECD (EI)","","1981",1.077858
"986","North America","","1981",3.8222404
"987","North America (EI)","","1981",3.8938158
"988","Norway","NOR","1981",0
"989","OECD (EI)","","1981",4.306362
"990","Oceania","","1981",0
"991","Pakistan","PAK","1981",0.28640878
"992","Peru","PER","1981",0
"993","Poland","POL","1981",0
"994","Romania","ROU","1981",0
"995","Saudi Arabia","SAU","1981",0
"996","Slovakia","SVK","1981",6.701386
"997","South Africa","ZAF","1981",0
"998","South America","","1981",0.30777076
"999","South and Central America (EI)","","1981",0.25501695
"1000","Spain","ESP","1981",3.0361009
"1001","Switzerland","CHE","1981",14.17187
"1002","Taiwan","TWN","1981",10.272712
"1003","Thailand","THA","1981",0
"1004","USSR","OWID_USS","1981",1.79874
"1005","United Kingdom","GBR","1981",4.6535068
"1006","United States","USA","1981",4.044261
"1007","Upper-middle-income countries","","1981",1.1870635
"1008","Venezuela","VEN","1981",0
"1009","Western Africa (EI)","","1981",0
"1010","World","OWID_WRL","1981",3.0733097
"1011","Africa","","1982",0
"1012","Africa (EI)","","1982",0
"1013","Algeria","DZA","1982",0
"1014","Argentina","ARG","1982",1.1374078
"1015","Asia","","1982",2.2939005
"1016","Asia Pacific (EI)","","1982",2.4741433
"1017","Austria","AUT","1982",0
"1018","Bangladesh","BGD","1982",0
"1019","Belgium","BEL","1982",8.632464
"1020","Brazil","BRA","1982",0
"1021","Bulgaria","BGR","1982",8.991337
"1022","CIS (EI)","","1982",2.0203645
"1023","Canada","CAN","1982",4.1605086
"1024","Central America (EI)","","1982",0
"1025","Chile","CHL","1982",0
"1026","China","CHN","1982",0
"1027","Colombia","COL","1982",0
"1028","Czechia","CZE","1982",0
"1029","Egypt","EGY","1982",0
"1030","Europe","","1982",3.8926914
"1031","Europe (EI)","","1982",5.196092
"1032","European Union (27)","","1982",5.3488483
"1033","Finland","FIN","1982",17.912533
"1034","France","FRA","1982",14.044781
"1035","Germany","DEU","1982",5.3295994
"1036","Greece","GRC","1982",0
"1037","High-income countries","","1982",4.7758145
"1038","Hungary","HUN","1982",0
"1039","India","IND","1982",0.4580352
"1040","Indonesia","IDN","1982",0
"1041","Iran","IRN","1982",0
"1042","Ireland","IRL","1982",0
"1043","Israel","ISR","1982",0
"1044","Italy","ITA","1982",1.1671937
"1045","Japan","JPN","1982",7.187132
"1046","Lower-middle-income countries","","1982",0.21206145
"1047","Malaysia","MYS","1982",0
"1048","Mexico","MEX","1982",0
"1049","Middle East (EI)","","1982",0
"1050","Netherlands","NLD","1982",1.4465681
"1051","New Zealand","NZL","1982",0
"1052","Non-OECD (EI)","","1982",1.2119427
"1053","North America","","1982",4.076609
"1054","North America (EI)","","1982",4.149288
"1055","Norway","NOR","1982",0
"1056","OECD (EI)","","1982",4.760604
"1057","Oceania","","1982",0
"1058","Pakistan","PAK","1982",0.31437272
"1059","Peru","PER","1982",0
"1060","Poland","POL","1982",0
"1061","Romania","ROU","1982",0
"1062","Saudi Arabia","SAU","1982",0
"1063","Slovakia","SVK","1982",7.7068396
"1064","South Africa","ZAF","1982",0
"1065","South America","","1982",0.19859907
"1066","South and Central America (EI)","","1982",0.16729902
"1067","Spain","ESP","1982",2.784498
"1068","Switzerland","CHE","1982",14.278056
"1069","Taiwan","TWN","1982",11.284218
"1070","Thailand","THA","1982",0
"1071","Turkey","TUR","1982",0
"1072","USSR","OWID_USS","1982",2.0203645
"1073","United Kingdom","GBR","1982",5.460043
"1074","United States","USA","1982",4.372075
"1075","Upper-middle-income countries","","1982",1.3092115
"1076","Venezuela","VEN","1982",0
"1077","Western Africa (EI)","","1982",0
"1078","World","OWID_WRL","1982",3.3524957
"1079","Africa","","1983",0
"1080","Africa (EI)","","1983",0
"1081","Algeria","DZA","1983",0
"1082","Argentina","ARG","1983",1.9889795
"1083","Asia","","1983",2.6023707
"1084","Asia Pacific (EI)","","1983",2.8355248
"1085","Austria","AUT","1983",0
"1086","Bangladesh","BGD","1983",0
"1087","Belgium","BEL","1983",13.708486
"1088","Brazil","BRA","1983",0
"1089","Bulgaria","BGR","1983",10.2371645
"1090","CIS (EI)","","1983",2.1985366
"1091","Canada","CAN","1983",5.3044395
"1092","Central America (EI)","","1983",0
"1093","Chile","CHL","1983",0
"1094","China","CHN","1983",0
"1095","Colombia","COL","1983",0
"1096","Czechia","CZE","1983",0.09303672
"1097","Denmark","DNK","1983",0
"1098","Egypt","EGY","1983",0
"1099","Europe","","1983",4.46999
"1100","Europe (EI)","","1983",6.072919
"1101","European Union (27)","","1983",6.3395476
"1102","Finland","FIN","1983",19.103945
"1103","France","FRA","1983",18.15049
"1104","Germany","DEU","1983",5.512114
"1105","Greece","GRC","1983",0
"1106","High-income countries","","1983",5.3811474
"1107","Hungary","HUN","1983",2.2313573
"1108","India","IND","1983",0.621182
"1109","Indonesia","IDN","1983",0
"1110","Iran","IRN","1983",0
"1111","Ireland","IRL","1983",0
"1112","Israel","ISR","1983",0
"1113","Italy","ITA","1983",1.0133353
"1114","Japan","JPN","1983",7.912577
"1115","Lower-middle-income countries","","1983",0.2791599
"1116","Malaysia","MYS","1983",0
"1117","Mexico","MEX","1983",0
"1118","Middle East (EI)","","1983",0
"1119","Netherlands","NLD","1983",1.3259057
"1120","New Zealand","NZL","1983",0
"1121","Non-OECD (EI)","","1983",1.370239
"1122","North America","","1983",4.359569
"1123","North America (EI)","","1983",4.4359655
"1124","Norway","NOR","1983",0
"1125","OECD (EI)","","1983",5.348904
"1126","Oceania","","1983",0
"1127","Pakistan","PAK","1983",0.39636827
"1128","Peru","PER","1983",0
"1129","Poland","POL","1983",0
"1130","Romania","ROU","1983",0
"1131","Saudi Arabia","SAU","1983",0
"1132","Slovakia","SVK","1983",8.092545
"1133","South Africa","ZAF","1983",0
"1134","South America","","1983",0.35780466
"1135","South and Central America (EI)","","1983",0.30270734
"1136","Spain","ESP","1983",3.306188
"1137","Switzerland","CHE","1983",14.2531185
"1138","Taiwan","TWN","1983",14.738687
"1139","Thailand","THA","1983",0
"1140","Turkey","TUR","1983",0
"1141","USSR","OWID_USS","1983",2.1985366
"1142","United Kingdom","GBR","1983",6.1746373
"1143","United States","USA","1983",4.5566106
"1144","Upper-middle-income countries","","1983",1.4330926
"1145","Venezuela","VEN","1983",0
"1146","Western Africa (EI)","","1983",0
"1147","World","OWID_WRL","1983",3.739096
"1148","Africa","","1984",0.5184267
"1149","Africa (EI)","","1984",0.5184267
"1150","Algeria","DZA","1984",0
"1151","Argentina","ARG","1984",2.7021787
"1152","Asia","","1984",2.8997295
"1153","Asia Pacific (EI)","","1984",3.184771
"1154","Austria","AUT","1984",0
"1155","Bangladesh","BGD","1984",0
"1156","Belgium","BEL","1984",15.095815
"1157","Brazil","BRA","1984",0.36430746
"1158","Bulgaria","BGR","1984",10.645422
"1159","CIS (EI)","","1984",2.7346985
"1160","Canada","CAN","1984",5.355674
"1161","Central America (EI)","","1984",0
"1162","Chile","CHL","1984",0
"1163","China","CHN","1984",0
"1164","Colombia","COL","1984",0
"1165","Czechia","CZE","1984",0.5577771
"1166","Denmark","DNK","1984",0
"1167","Egypt","EGY","1984",0
"1168","Europe","","1984",5.529608
"1169","Europe (EI)","","1984",7.522355
"1170","European Union (27)","","1984",8.02577
"1171","Finland","FIN","1984",19.520845
"1172","France","FRA","1984",23.2767
"1173","Germany","DEU","1984",7.103472
"1174","Greece","GRC","1984",0
"1175","High-income countries","","1984",6.162222
"1176","Hungary","HUN","1984",3.3082075
"1177","India","IND","1984",0.76364326
"1178","Indonesia","IDN","1984",0
"1179","Iran","IRN","1984",0
"1180","Ireland","IRL","1984",0
"1181","Israel","ISR","1984",0
"1182","Italy","ITA","1984",1.188286
"1183","Japan","JPN","1984",8.568412
"1184","Lower-middle-income countries","","1984",0.34448782
"1185","Malaysia","MYS","1984",0
"1186","Mexico","MEX","1984",0
"1187","Middle East (EI)","","1984",0
"1188","Netherlands","NLD","1984",1.3205954
"1189","New Zealand","NZL","1984",0
"1190","Non-OECD (EI)","","1984",1.7037537
"1191","North America","","1984",4.59878
"1192","North America (EI)","","1984",4.678639
"1193","Norway","NOR","1984",0
"1194","OECD (EI)","","1984",6.1249723
"1195","Oceania","","1984",0
"1196","Pakistan","PAK","1984",0.4530607
"1197","Peru","PER","1984",0
"1198","Poland","POL","1984",0
"1199","Romania","ROU","1984",0
"1200","Saudi Arabia","SAU","1984",0
"1201","Slovakia","SVK","1984",8.842447
"1202","South Africa","ZAF","1984",1.2436601
"1203","South America","","1984",0.63538903
"1204","South and Central America (EI)","","1984",0.53721553
"1205","Spain","ESP","1984",7.0468955
"1206","Switzerland","CHE","1984",17.267084
"1207","Taiwan","TWN","1984",18.377825
"1208","Thailand","THA","1984",0
"1209","Turkey","TUR","1984",0
"1210","USSR","OWID_USS","1984",2.7346985
"1211","United Kingdom","GBR","1984",6.678518
"1212","United States","USA","1984",4.8359847
"1213","Upper-middle-income countries","","1984",1.7931727
"1214","Venezuela","VEN","1984",0
"1215","Western Africa (EI)","","1984",0
"1216","World","OWID_WRL","1984",4.331851
"1217","Africa","","1985",0.67463315
"1218","Africa (EI)","","1985",0.67463315
"1219","Algeria","DZA","1985",0
"1220","Argentina","ARG","1985",3.3971066
"1221","Asia","","1985",3.0483284
"1222","Asia Pacific (EI)","","1985",3.643587
"1223","Austria","AUT","1985",0
"1224","Azerbaijan","AZE","1985",0
"1225","Bangladesh","BGD","1985",0
"1226","Belarus","BLR","1985",0
"1227","Belgium","BEL","1985",18.035742
"1228","Brazil","BRA","1985",0.6994216
"1229","Bulgaria","BGR","1985",11.060186
"1230","CIS (EI)","","1985",2.476287
"1231","Canada","CAN","1985",6.0102453
"1232","Central America (EI)","","1985",0
"1233","Chile","CHL","1985",0
"1234","China","CHN","1985",0
"1235","Colombia","COL","1985",0
"1236","Czechia","CZE","1985",1.0770258
"1237","Denmark","DNK","1985",0
"1238","Eastern Africa (EI)","","1985",0
"1239","Egypt","EGY","1985",0
"1240","Estonia","EST","1985",0
"1241","Europe","","1985",6.751699
"1242","Europe (EI)","","1985",8.2827215
"1243","European Union (27)","","1985",9.377095
"1244","Finland","FIN","1985",18.794527
"1245","France","FRA","1985",26.423342
"1246","Germany","DEU","1985",9.169366
"1247","Greece","GRC","1985",0
"1248","High-income countries","","1985",7.2238064
"1249","Hungary","HUN","1985",5.515337
"1250","India","IND","1985",0.8073734
"1251","Indonesia","IDN","1985",0
"1252","Iran","IRN","1985",0
"1253","Ireland","IRL","1985",0
"1254","Israel","ISR","1985",0
"1255","Italy","ITA","1985",1.2177668
"1256","Japan","JPN","1985",10.104978
"1257","Kazakhstan","KAZ","1985",0
"1258","Latvia","LVA","1985",0
"1259","Lithuania","LTU","1985",14.8863125
"1260","Lower-middle-income countries","","1985",2.3481953
"1261","Malaysia","MYS","1985",0
"1262","Mexico","MEX","1985",0
"1263","Middle Africa (EI)","","1985",0
"1264","Middle East (EI)","","1985",0
"1265","Morocco","MAR","1985",0
"1266","Netherlands","NLD","1985",1.3445337
"1267","New Zealand","NZL","1985",0
"1268","Non-OECD (EI)","","1985",1.8471761
"1269","North America","","1985",5.3627925
"1270","North America (EI)","","1985",5.4507093
"1271","Norway","NOR","1985",0
"1272","OECD (EI)","","1985",7.17953
"1273","Oceania","","1985",0
"1274","Pakistan","PAK","1985",0.5058263
"1275","Peru","PER","1985",0
"1276","Poland","POL","1985",0
"1277","Romania","ROU","1985",0
"1278","Russia","RUS","1985",2.9493446
"1279","Saudi Arabia","SAU","1985",0
"1280","Slovakia","SVK","1985",11.107722
"1281","South Africa","ZAF","1985",1.6490394
"1282","South America","","1985",0.88558525
"1283","South and Central America (EI)","","1985",0.75770676
"1284","Spain","ESP","1985",8.6280775
"1285","Sweden","SWE","1985",24.025667
"1286","Switzerland","CHE","1985",19.631845
"1287","Taiwan","TWN","1985",20.514412
"1288","Thailand","THA","1985",0
"1289","Turkey","TUR","1985",0
"1290","Turkmenistan","TKM","1985",0
"1291","USSR","OWID_USS","1985",2.7346985
"1292","Ukraine","UKR","1985",5.4396753
"1293","United Kingdom","GBR","1985",7.251268
"1294","United States","USA","1985",5.6778426
"1295","Upper-middle-income countries","","1985",1.5452003
"1296","Uzbekistan","UZB","1985",0
"1297","Venezuela","VEN","1985",0
"1298","Western Africa (EI)","","1985",0
"1299","World","OWID_WRL","1985",5.0112906
"1300","Africa","","1986",1.0949439
"1301","Africa (EI)","","1986",1.0949439
"1302","Algeria","DZA","1986",0
"1303","Argentina","ARG","1986",3.1844246
"1304","Asia","","1986",3.1121814
"1305","Asia Pacific (EI)","","1986",3.7694883
"1306","Austria","AUT","1986",0
"1307","Azerbaijan","AZE","1986",0
"1308","Bangladesh","BGD","1986",0
"1309","Belarus","BLR","1986",0
"1310","Belgium","BEL","1986",19.899645
"1311","Brazil","BRA","1986",0.028240804
"1312","Bulgaria","BGR","1986",9.96664
"1313","CIS (EI)","","1986",2.4999118
"1314","Canada","CAN","1986",7.0095835
"1315","Central America (EI)","","1986",0
"1316","Chile","CHL","1986",0
"1317","China","CHN","1986",0
"1318","Colombia","COL","1986",0
"1319","Czechia","CZE","1986",2.7324076
"1320","Denmark","DNK","1986",0
"1321","Eastern Africa (EI)","","1986",0
"1322","Egypt","EGY","1986",0
"1323","Estonia","EST","1986",0
"1324","Europe","","1986",7.045486
"1325","Europe (EI)","","1986",8.6544
"1326","European Union (27)","","1986",10.175969
"1327","Finland","FIN","1986",18.599487
"1328","France","FRA","1986",29.239977
"1329","Germany","DEU","1986",8.702531
"1330","Greece","GRC","1986",0
"1331","High-income countries","","1986",7.7292695
"1332","Hungary","HUN","1986",6.348452
"1333","India","IND","1986",0.84015375
"1334","Indonesia","IDN","1986",0
"1335","Iran","IRN","1986",0
"1336","Ireland","IRL","1986",0
"1337","Israel","ISR","1986",0
"1338","Italy","ITA","1986",1.4783376
"1339","Japan","JPN","1986",10.457196
"1340","Kazakhstan","KAZ","1986",0
"1341","Latvia","LVA","1986",0
"1342","Lithuania","LTU","1986",16.817524
"1343","Lower-middle-income countries","","1986",1.9053576
"1344","Malaysia","MYS","1986",0
"1345","Mexico","MEX","1986",0
"1346","Middle Africa (EI)","","1986",0
"1347","Middle East (EI)","","1986",0
"1348","Morocco","MAR","1986",0
"1349","Netherlands","NLD","1986",1.3851789
"1350","New Zealand","NZL","1986",0
"1351","Non-OECD (EI)","","1986",1.7083677
"1352","North America","","1986",5.8100934
"1353","North America (EI)","","1986",5.9073806
"1354","Norway","NOR","1986",0
"1355","OECD (EI)","","1986",7.733075
"1356","Oceania","","1986",0
"1357","Pakistan","PAK","1986",0.645336
"1358","Peru","PER","1986",0
"1359","Poland","POL","1986",0
"1360","Romania","ROU","1986",0
"1361","Russia","RUS","1986",3.0702753
"1362","Saudi Arabia","SAU","1986",0
"1363","Slovakia","SVK","1986",13.992104
"1364","South Africa","ZAF","1986",2.6809719
"1365","South America","","1986",0.53215444
"1366","South Korea","KOR","1986",11.468516
"1367","South and Central America (EI)","","1986",0.45747468
"1368","Spain","ESP","1986",11.286877
"1369","Sweden","SWE","1986",27.686563
"1370","Switzerland","CHE","1986",18.721941
"1371","Taiwan","TWN","1986",17.678183
"1372","Thailand","THA","1986",0
"1373","Turkey","TUR","1986",0
"1374","Turkmenistan","TKM","1986",0
"1375","USSR","OWID_USS","1986",2.7346985
"1376","Ukraine","UKR","1986",4.339061
"1377","United Kingdom","GBR","1986",6.8227
"1378","United States","USA","1986",6.0704637
"1379","Upper-middle-income countries","","1986",1.5513823
"1380","Uzbekistan","UZB","1986",0
"1381","Venezuela","VEN","1986",0
"1382","Western Africa (EI)","","1986",0
"1383","World","OWID_WRL","1986",5.249679
"1384","Africa","","1987",0.7431199
"1385","Africa (EI)","","1987",0.7431199
"1386","Algeria","DZA","1987",0
"1387","Argentina","ARG","1987",3.4492764
"1388","Asia","","1987",3.4857779
"1389","Asia Pacific (EI)","","1987",4.207731
"1390","Austria","AUT","1987",0
"1391","Azerbaijan","AZE","1987",0
"1392","Bangladesh","BGD","1987",0
"1393","Belarus","BLR","1987",0
"1394","Belgium","BEL","1987",20.578224
"1395","Brazil","BRA","1987",0.1856756
"1396","Bulgaria","BGR","1987",10.189973
"1397","CIS (EI)","","1987",2.9004178
"1398","Canada","CAN","1987",7.3625827
"1399","Central America (EI)","","1987",0
"1400","Chile","CHL","1987",0
"1401","China","CHN","1987",0
"1402","Colombia","COL","1987",0
"1403","Czechia","CZE","1987",4.648146
"1404","Denmark","DNK","1987",0
"1405","Eastern Africa (EI)","","1987",0
"1406","Egypt","EGY","1987",0
"1407","Estonia","EST","1987",0
"1408","Europe","","1987",7.295529
"1409","Europe (EI)","","1987",8.825836
"1410","European Union (27)","","1987",10.382081
"1411","Finland","FIN","1987",18.192064
"1412","France","FRA","1987",29.993069
"1413","Germany","DEU","1987",9.371477
"1414","Greece","GRC","1987",0
"1415","High-income countries","","1987",8.110547
"1416","Hungary","HUN","1987",8.99253
"1417","India","IND","1987",0.8374666
"1418","Indonesia","IDN","1987",0
"1419","Iran","IRN","1987",0
"1420","Ireland","IRL","1987",0
"1421","Israel","ISR","1987",0
"1422","Italy","ITA","1987",0.02852146
"1423","Japan","JPN","1987",11.691374
"1424","Kazakhstan","KAZ","1987",0
"1425","Latvia","LVA","1987",0
"1426","Lithuania","LTU","1987",14.918789
"1427","Lower-middle-income countries","","1987",2.1137488
"1428","Malaysia","MYS","1987",0
"1429","Mexico","MEX","1987",0
"1430","Middle Africa (EI)","","1987",0
"1431","Middle East (EI)","","1987",0
"1432","Morocco","MAR","1987",0
"1433","Netherlands","NLD","1987",1.1447483
"1434","New Zealand","NZL","1987",0
"1435","Non-OECD (EI)","","1987",1.9026687
"1436","North America","","1987",6.170959
"1437","North America (EI)","","1987",6.273427
"1438","Norway","NOR","1987",0
"1439","OECD (EI)","","1987",8.092357
"1440","Oceania","","1987",0
"1441","Pakistan","PAK","1987",0.3335824
"1442","Peru","PER","1987",0
"1443","Poland","POL","1987",0
"1444","Romania","ROU","1987",0
"1445","Russia","RUS","1987",3.5234253
"1446","Saudi Arabia","SAU","1987",0
"1447","Slovakia","SVK","1987",13.446116
"1448","South Africa","ZAF","1987",1.8489026
"1449","South America","","1987",0.65076894
"1450","South Korea","KOR","1987",14.36657
"1451","South and Central America (EI)","","1987",0.55990267
"1452","Spain","ESP","1987",11.99423
"1453","Sweden","SWE","1987",27.24231
"1454","Switzerland","CHE","1987",19.184746
"1455","Taiwan","TWN","1987",20.08192
"1456","Thailand","THA","1987",0
"1457","Turkey","TUR","1987",0
"1458","Turkmenistan","TKM","1987",0
"1459","USSR","OWID_USS","1987",2.7346985
"1460","Ukraine","UKR","1987",5.0160694
"1461","United Kingdom","GBR","1987",6.389838
"1462","United States","USA","1987",6.4581327
"1463","Upper-middle-income countries","","1987",1.6941845
"1464","Uzbekistan","UZB","1987",0
"1465","Venezuela","VEN","1987",0
