"","Entity","Code","Year","nuclear_perc"
"2167","Africa","","1996",1.142583
"2168","Africa (EI)","","1996",1.142583
"2169","Algeria","DZA","1996",0
"2170","Argentina","ARG","1996",3.220835
"2171","Asia","","1996",3.6933112
"2172","Asia Pacific (EI)","","1996",4.322863
"2173","Austria","AUT","1996",0
"2174","Azerbaijan","AZE","1996",0
"2175","Bangladesh","BGD","1996",0
"2176","Belarus","BLR","1996",0
"2177","Belgium","BEL","1996",17.225065
"2178","Brazil","BRA","1996",0.34002286
"2179","Bulgaria","BGR","1996",18.863354
"2180","CIS (EI)","","1996",3.441077
"2181","Canada","CAN","1996",7.5243263
"2182","Central America (EI)","","1996",0
"2183","Chile","CHL","1996",0
"2184","China","CHN","1996",0.37299544
"2185","Colombia","COL","1996",0
"2186","Czechia","CZE","1996",7.2500443
"2187","Denmark","DNK","1996",0
"2188","Eastern Africa (EI)","","1996",0
"2189","Ecuador","ECU","1996",0
"2190","Egypt","EGY","1996",0
"2191","Estonia","EST","1996",0
"2192","Europe","","1996",10.411144
"2193","Europe (EI)","","1996",12.099003
"2194","European Union (27)","","1996",13.249941
"2195","Finland","FIN","1996",15.9041195
"2196","France","FRA","1996",37.732853
"2197","Germany","DEU","1996",11.168936
"2198","Greece","GRC","1996",0
"2199","High-income countries","","1996",9.652412
"2200","Hong Kong","HKG","1996",0
"2201","Hungary","HUN","1996",13.7677145
"2202","India","IND","1996",0.7735758
"2203","Indonesia","IDN","1996",0
"2204","Iran","IRN","1996",0
"2205","Ireland","IRL","1996",0
"2206","Israel","ISR","1996",0
"2207","Italy","ITA","1996",0
"2208","Japan","JPN","1996",13.829713
"2209","Kazakhstan","KAZ","1996",0.04811995
"2210","Latvia","LVA","1996",0
"2211","Lithuania","LTU","1996",36.850533
"2212","Lower-middle-income countries","","1996",2.6920202
"2213","Luxembourg","LUX","1996",0
"2214","Malaysia","MYS","1996",0
"2215","Mexico","MEX","1996",1.5135844
"2216","Middle Africa (EI)","","1996",0
"2217","Middle East (EI)","","1996",0
"2218","Morocco","MAR","1996",0
"2219","Netherlands","NLD","1996",1.1605486
"2220","New Zealand","NZL","1996",0
"2221","Non-OECD (EI)","","1996",1.9581583
"2222","North America","","1996",7.5160766
"2223","North America (EI)","","1996",7.63498
"2224","Norway","NOR","1996",0
"2225","OECD (EI)","","1996",9.749605
"2226","Oceania","","1996",0
"2227","Oman","OMN","1996",0
"2228","Pakistan","PAK","1996",0.2121427
"2229","Peru","PER","1996",0
"2230","Philippines","PHL","1996",0
"2231","Poland","POL","1996",0
"2232","Portugal","PRT","1996",0
"2233","Romania","ROU","1996",0.7132363
"2234","Russia","RUS","1996",4.173135
"2235","Saudi Arabia","SAU","1996",0
"2236","Singapore","SGP","1996",0
"2237","Slovakia","SVK","1996",15.113087
"2238","Slovenia","SVN","1996",16.56222
"2239","South Africa","ZAF","1996",2.931465
"2240","South America","","1996",0.62842363
"2241","South Korea","KOR","1996",10.810022
"2242","South and Central America (EI)","","1996",0.5488008
"2243","Spain","ESP","1996",12.619708
"2244","Sweden","SWE","1996",33.24226
"2245","Switzerland","CHE","1996",21.320253
"2246","Taiwan","TWN","1996",13.138238
"2247","Thailand","THA","1996",0
"2248","Turkey","TUR","1996",0
"2249","Turkmenistan","TKM","1996",0
"2250","USSR","OWID_USS","1996",2.7346985
"2251","Ukraine","UKR","1996",13.096952
"2252","United Kingdom","GBR","1996",10.037397
"2253","United States","USA","1996",8.009563
"2254","Upper-middle-income countries","","1996",1.6999546
"2255","Uzbekistan","UZB","1996",0
"2256","Venezuela","VEN","1996",0
"2257","Western Africa (EI)","","1996",0
"2258","World","OWID_WRL","1996",6.567923
"2259","Africa","","1997",1.2017409
"2260","Africa (EI)","","1997",1.2017409
"2261","Algeria","DZA","1997",0
"2262","Argentina","ARG","1997",3.3981621
"2263","Asia","","1997",3.8177025
"2264","Asia Pacific (EI)","","1997",4.4673004
"2265","Austria","AUT","1997",0
"2266","Azerbaijan","AZE","1997",0
"2267","Bangladesh","BGD","1997",0
"2268","Belarus","BLR","1997",0
"2269","Belgium","BEL","1997",18.650774
"2270","Brazil","BRA","1997",0.41760468
"2271","Bulgaria","BGR","1997",19.582895
"2272","CIS (EI)","","1997",3.6131625
"2273","Canada","CAN","1997",6.660884
"2274","Central America (EI)","","1997",0
"2275","Chile","CHL","1997",0
"2276","China","CHN","1997",0.37255985
"2277","Colombia","COL","1997",0
"2278","Czechia","CZE","1997",7.35029
"2279","Denmark","DNK","1997",0
"2280","Eastern Africa (EI)","","1997",0
"2281","Ecuador","ECU","1997",0
"2282","Egypt","EGY","1997",0
"2283","Estonia","EST","1997",0
"2284","Europe","","1997",10.673875
"2285","Europe (EI)","","1997",12.2556095
"2286","European Union (27)","","1997",13.40842
"2287","Finland","FIN","1997",16.824707
"2288","France","FRA","1997",38.07375
"2289","Germany","DEU","1997",11.924152
"2290","Greece","GRC","1997",0
"2291","High-income countries","","1997",9.453711
"2292","Hong Kong","HKG","1997",0
"2293","Hungary","HUN","1997",13.897196
"2294","India","IND","1997",0.8788079
"2295","Indonesia","IDN","1997",0
"2296","Iran","IRN","1997",0
"2297","Ireland","IRL","1997",0
"2298","Israel","ISR","1997",0
"2299","Italy","ITA","1997",0
"2300","Japan","JPN","1997",14.696828
"2301","Kazakhstan","KAZ","1997",0.18554571
"2302","Latvia","LVA","1997",0
"2303","Lithuania","LTU","1997",34.46675
"2304","Lower-middle-income countries","","1997",2.6650443
"2305","Luxembourg","LUX","1997",0
"2306","Malaysia","MYS","1997",0
"2307","Mexico","MEX","1997",1.9613323
"2308","Middle Africa (EI)","","1997",0
"2309","Middle East (EI)","","1997",0
"2310","Morocco","MAR","1997",0
"2311","Netherlands","NLD","1997",0.6840599
"2312","New Zealand","NZL","1997",0
"2313","Non-OECD (EI)","","1997",1.9718025
"2314","North America","","1997",6.935794
"2315","North America (EI)","","1997",7.049725
"2316","Norway","NOR","1997",0
"2317","OECD (EI)","","1997",9.548939
"2318","Oceania","","1997",0
"2319","Oman","OMN","1997",0
"2320","Pakistan","PAK","1997",0.3024683
"2321","Peru","PER","1997",0
"2322","Philippines","PHL","1997",0
"2323","Poland","POL","1997",0
"2324","Portugal","PRT","1997",0
"2325","Romania","ROU","1997",2.9279268
"2326","Russia","RUS","1997",4.391164
"2327","Saudi Arabia","SAU","1997",0
"2328","Singapore","SGP","1997",0
"2329","Slovakia","SVK","1997",15.155119
"2330","Slovenia","SVN","1997",17.816957
"2331","South Africa","ZAF","1997",3.0789132
"2332","South America","","1997",0.6705369
"2333","South Korea","KOR","1997",10.263682
"2334","South and Central America (EI)","","1997",0.586027
"2335","Spain","ESP","1997",11.740767
"2336","Sweden","SWE","1997",30.230713
"2337","Switzerland","CHE","1997",20.150494
"2338","Taiwan","TWN","1997",11.910637
"2339","Thailand","THA","1997",0
"2340","Turkey","TUR","1997",0
"2341","Turkmenistan","TKM","1997",0
"2342","USSR","OWID_USS","1997",2.7346985
"2343","Ukraine","UKR","1997",13.554261
"2344","United Kingdom","GBR","1997",10.589007
"2345","United States","USA","1997",7.4069104
"2346","Upper-middle-income countries","","1997",1.7400441
"2347","Uzbekistan","UZB","1997",0
"2348","Venezuela","VEN","1997",0
"2349","Western Africa (EI)","","1997",0
"2350","World","OWID_WRL","1997",6.4559684
"2351","Africa","","1998",1.2726885
"2352","Africa (EI)","","1998",1.2726886
"2353","Algeria","DZA","1998",0
"2354","Argentina","ARG","1998",3.0719392
"2355","Asia","","1998",3.9663224
"2356","Asia Pacific (EI)","","1998",4.6604095
"2357","Austria","AUT","1998",0
"2358","Azerbaijan","AZE","1998",0
"2359","Bangladesh","BGD","1998",0
"2360","Belarus","BLR","1998",0
"2361","Belgium","BEL","1998",17.81293
"2362","Brazil","BRA","1998",0.41560835
"2363","Bulgaria","BGR","1998",19.386263
"2364","CIS (EI)","","1998",3.4561853
"2365","Canada","CAN","1998",5.8539014
"2366","Central America (EI)","","1998",0
"2367","Chile","CHL","1998",0
"2368","China","CHN","1998",0.36369908
"2369","Colombia","COL","1998",0
"2370","Czechia","CZE","1998",7.9852843
"2371","Denmark","DNK","1998",0
"2372","Eastern Africa (EI)","","1998",0
"2373","Ecuador","ECU","1998",0
"2374","Egypt","EGY","1998",0
"2375","Estonia","EST","1998",0
"2376","Europe","","1998",10.494483
"2377","Europe (EI)","","1998",12.054274
"2378","European Union (27)","","1998",13.174284
"2379","Finland","FIN","1998",17.023794
"2380","France","FRA","1998",36.515873
"2381","Germany","DEU","1998",11.407574
"2382","Greece","GRC","1998",0
"2383","High-income countries","","1998",9.639573
"2384","Hong Kong","HKG","1998",0
"2385","Hungary","HUN","1998",13.673104
"2386","India","IND","1998",0.93537456
"2387","Indonesia","IDN","1998",0
"2388","Iran","IRN","1998",0
"2389","Ireland","IRL","1998",0
"2390","Israel","ISR","1998",0
"2391","Italy","ITA","1998",0
"2392","Japan","JPN","1998",15.221098
"2393","Kazakhstan","KAZ","1998",0.0579216
"2394","Latvia","LVA","1998",0
"2395","Lithuania","LTU","1998",36.22888
"2396","Lower-middle-income countries","","1998",2.510003
"2397","Luxembourg","LUX","1998",0
"2398","Malaysia","MYS","1998",0
"2399","Mexico","MEX","1998",1.6700577
"2400","Middle Africa (EI)","","1998",0
"2401","Middle East (EI)","","1998",0
"2402","Morocco","MAR","1998",0
"2403","Netherlands","NLD","1998",1.0744507
"2404","New Zealand","NZL","1998",0
"2405","Non-OECD (EI)","","1998",1.8982421
"2406","North America","","1998",7.2159476
"2407","North America (EI)","","1998",7.3375144
"2408","Norway","NOR","1998",0
"2409","OECD (EI)","","1998",9.740596
"2410","Oceania","","1998",0
"2411","Oman","OMN","1998",0
"2412","Pakistan","PAK","1998",0.24591224
"2413","Peru","PER","1998",0
"2414","Philippines","PHL","1998",0
"2415","Poland","POL","1998",0
"2416","Portugal","PRT","1998",0
"2417","Romania","ROU","1998",3.1447935
"2418","Russia","RUS","1998",4.2055798
"2419","Saudi Arabia","SAU","1998",0
"2420","Singapore","SGP","1998",0
"2421","Slovakia","SVK","1998",15.43075
"2422","Slovenia","SVN","1998",17.767235
"2423","South Africa","ZAF","1998",3.3704958
"2424","South America","","1998",0.6238832
"2425","South Korea","KOR","1998",13.059512
"2426","South and Central America (EI)","","1998",0.544115
"2427","Spain","ESP","1998",11.949149
"2428","Sweden","SWE","1998",29.393608
"2429","Switzerland","CHE","1998",20.369028
"2430","Taiwan","TWN","1998",11.419468
"2431","Thailand","THA","1998",0
"2432","Turkey","TUR","1998",0
"2433","Turkmenistan","TKM","1998",0
"2434","USSR","OWID_USS","1998",2.7346985
"2435","Ukraine","UKR","1998",13.304536
"2436","United Kingdom","GBR","1998",10.645254
"2437","United States","USA","1998",7.88732
"2438","Upper-middle-income countries","","1998",1.6706231
"2439","Uzbekistan","UZB","1998",0
"2440","Venezuela","VEN","1998",0
"2441","Western Africa (EI)","","1998",0
"2442","World","OWID_WRL","1998",6.5258512
"2443","Africa","","1999",1.1654899
"2444","Africa (EI)","","1999",1.1654899
"2445","Algeria","DZA","1999",0
"2446","Argentina","ARG","1999",2.8967624
"2447","Asia","","1999",3.906342
"2448","Asia Pacific (EI)","","1999",4.566367
"2449","Austria","AUT","1999",0
"2450","Azerbaijan","AZE","1999",0
"2451","Bangladesh","BGD","1999",0
"2452","Belarus","BLR","1999",0
"2453","Belgium","BEL","1999",19.04926
"2454","Brazil","BRA","1999",0.5005193
"2455","Bulgaria","BGR","1999",20.648235
"2456","CIS (EI)","","1999",4.0131006
"2457","Canada","CAN","1999",5.8317976
"2458","Central America (EI)","","1999",0
"2459","Chile","CHL","1999",0
"2460","China","CHN","1999",0.37254304
"2461","Colombia","COL","1999",0
"2462","Czechia","CZE","1999",8.441378
"2463","Denmark","DNK","1999",0
"2464","Eastern Africa (EI)","","1999",0
"2465","Ecuador","ECU","1999",0
"2466","Egypt","EGY","1999",0
"2467","Estonia","EST","1999",0
"2468","Europe","","1999",10.736211
"2469","Europe (EI)","","1999",12.202381
"2470","European Union (27)","","1999",13.472994
"2471","Finland","FIN","1999",18.252615
"2472","France","FRA","1999",36.460148
"2473","Germany","DEU","1999",12.170595
"2474","Greece","GRC","1999",0
"2475","High-income countries","","1999",9.824795
"2476","Hong Kong","HKG","1999",0
"2477","Hungary","HUN","1999",13.823846
"2478","India","IND","1999",1.0174853
"2479","Indonesia","IDN","1999",0
"2480","Iran","IRN","1999",0
"2481","Ireland","IRL","1999",0
"2482","Israel","ISR","1999",0
"2483","Italy","ITA","1999",0
"2484","Japan","JPN","1999",14.574393
"2485","Kazakhstan","KAZ","1999",0
"2486","Latvia","LVA","1999",0
"2487","Lithuania","LTU","1999",31.865215
"2488","Lower-middle-income countries","","1999",2.350152
"2489","Luxembourg","LUX","1999",0
"2490","Malaysia","MYS","1999",0
"2491","Mexico","MEX","1999",1.7770612
"2492","Middle Africa (EI)","","1999",0
"2493","Middle East (EI)","","1999",0
"2494","Morocco","MAR","1999",0
"2495","Netherlands","NLD","1999",1.0930634
"2496","New Zealand","NZL","1999",0
"2497","Non-OECD (EI)","","1999",1.9667284
"2498","North America","","1999",7.6220937
"2499","North America (EI)","","1999",7.7480407
"2500","Norway","NOR","1999",0
"2501","OECD (EI)","","1999",9.939965
"2502","Oceania","","1999",0
"2503","Oman","OMN","1999",0
"2504","Pakistan","PAK","1999",0.047648605
"2505","Peru","PER","1999",0
"2506","Philippines","PHL","1999",0
"2507","Poland","POL","1999",0
"2508","Portugal","PRT","1999",0
"2509","Romania","ROU","1999",3.501999
"2510","Russia","RUS","1999",4.879947
"2511","Saudi Arabia","SAU","1999",0
"2512","Singapore","SGP","1999",0
"2513","Slovakia","SVK","1999",17.615171
"2514","Slovenia","SVN","1999",16.797413
"2515","South Africa","ZAF","1999",3.077114
"2516","South America","","1999",0.6430199
"2517","South Korea","KOR","1999",13.771401
"2518","South and Central America (EI)","","1999",0.5603666
"2519","Spain","ESP","1999",11.567016
"2520","Sweden","SWE","1999",30.111715
"2521","Switzerland","CHE","1999",18.814938
"2522","Taiwan","TWN","1999",11.253311
"2523","Thailand","THA","1999",0
"2524","Turkey","TUR","1999",0
"2525","Turkmenistan","TKM","1999",0
"2526","USSR","OWID_USS","1999",2.7346985
"2527","Ukraine","UKR","1999",12.93734
"2528","United Kingdom","GBR","1999",10.226468
"2529","United States","USA","1999",8.377364
"2530","Upper-middle-income countries","","1999",1.8233804
"2531","Uzbekistan","UZB","1999",0
"2532","Venezuela","VEN","1999",0
"2533","Western Africa (EI)","","1999",0
"2534","World","OWID_WRL","1999",6.659049
"2535","Africa","","2000",1.1551505
"2536","Africa (EI)","","2000",1.1551505
"2537","Algeria","DZA","2000",0
"2538","Argentina","ARG","2000",2.5082862
"2539","Asia","","2000",3.866191
"2540","Asia Pacific (EI)","","2000",4.5236278
"2541","Austria","AUT","2000",0
"2542","Azerbaijan","AZE","2000",0
"2543","Bangladesh","BGD","2000",0
"2544","Belarus","BLR","2000",0
"2545","Belgium","BEL","2000",18.382523
"2546","Brazil","BRA","2000",0.7279309
"2547","Bulgaria","BGR","2000",23.714949
"2548","CIS (EI)","","2000",4.254315
"2549","Canada","CAN","2000",5.6239886
"2550","Central America (EI)","","2000",0
"2551","Chile","CHL","2000",0
"2552","China","CHN","2000",0.40246058
"2553","Colombia","COL","2000",0
"2554","Czechia","CZE","2000",8.126771
"2555","Denmark","DNK","2000",0
"2556","Eastern Africa (EI)","","2000",0
"2557","Ecuador","ECU","2000",0
"2558","Egypt","EGY","2000",0
"2559","Estonia","EST","2000",0
"2560","Europe","","2000",10.767621
"2561","Europe (EI)","","2000",12.157887
"2562","European Union (27)","","2000",13.5564
"2563","Finland","FIN","2000",17.761837
"2564","France","FRA","2000",37.911526
"2565","Germany","DEU","2000",12.067149
"2566","Greece","GRC","2000",0
"2567","High-income countries","","2000",9.786932
"2568","Hong Kong","HKG","2000",0
"2569","Hungary","HUN","2000",14.32893
"2570","India","IND","2000",1.2000256
"2571","Indonesia","IDN","2000",0
"2572","Iran","IRN","2000",0
"2573","Ireland","IRL","2000",0
"2574","Israel","ISR","2000",0
"2575","Italy","ITA","2000",0
"2576","Japan","JPN","2000",14.505657
"2577","Kazakhstan","KAZ","2000",0
"2578","Latvia","LVA","2000",0
"2579","Lithuania","LTU","2000",30.61348
"2580","Lower-middle-income countries","","2000",2.504831
"2581","Luxembourg","LUX","2000",0
"2582","Malaysia","MYS","2000",0
"2583","Mexico","MEX","2000",1.3776382
"2584","Middle Africa (EI)","","2000",0
"2585","Middle East (EI)","","2000",0
"2586","Morocco","MAR","2000",0
"2587","Netherlands","NLD","2000",1.1045488
"2588","New Zealand","NZL","2000",0
"2589","Non-OECD (EI)","","2000",2.0484555
"2590","North America","","2000",7.639595
"2591","North America (EI)","","2000",7.7783914
"2592","Norway","NOR","2000",0
"2593","OECD (EI)","","2000",9.893858
"2594","Oceania","","2000",0
"2595","Oman","OMN","2000",0
"2596","Pakistan","PAK","2000",0.55474114
"2597","Peru","PER","2000",0
"2598","Philippines","PHL","2000",0
"2599","Poland","POL","2000",0
"2600","Portugal","PRT","2000",0
"2601","Romania","ROU","2000",3.6831565
"2602","Russia","RUS","2000",5.141407
"2603","Saudi Arabia","SAU","2000",0
"2604","Singapore","SGP","2000",0
"2605","Slovakia","SVK","2000",21.444477
"2606","Slovenia","SVN","2000",17.1818
"2607","South Africa","ZAF","2000",3.114273
"2608","South America","","2000",0.69068533
"2609","South Korea","KOR","2000",13.766618
"2610","South and Central America (EI)","","2000",0.59635454
"2611","Spain","ESP","2000",11.554475
"2612","Sweden","SWE","2000",25.432783
"2613","Switzerland","CHE","2000",20.45339
"2614","Taiwan","TWN","2000",10.718311
"2615","Thailand","THA","2000",0
"2616","Turkey","TUR","2000",0
"2617","Turkmenistan","TKM","2000",0
"2618","USSR","OWID_USS","2000",2.7346985
"2619","Ukraine","UKR","2000",13.841831
"2620","United Kingdom","GBR","2000",9.058707
"2621","United States","USA","2000",8.482708
"2622","Upper-middle-income countries","","2000",1.8831292
"2623","Uzbekistan","UZB","2000",0
"2624","Venezuela","VEN","2000",0
"2625","Western Africa (EI)","","2000",0
"2626","World","OWID_WRL","2000",6.6354775
"2627","Africa","","2001",0.912938
"2628","Africa (EI)","","2001",0.912938
"2629","Algeria","DZA","2001",0
"2630","Argentina","ARG","2001",2.9156404
"2631","Asia","","2001",3.7621253
"2632","Asia Pacific (EI)","","2001",4.408549
"2633","Austria","AUT","2001",0
"2634","Azerbaijan","AZE","2001",0
"2635","Bangladesh","BGD","2001",0
"2636","Belarus","BLR","2001",0
"2637","Belgium","BEL","2001",17.732296
"2638","Brazil","BRA","2001",1.7518144
"2639","Bulgaria","BGR","2001",24.518131
"2640","CIS (EI)","","2001",4.336576
"2641","Canada","CAN","2001",6.0106916
"2642","Central America (EI)","","2001",0
"2643","Chile","CHL","2001",0
"2644","China","CHN","2001",0.39498705
"2645","Colombia","COL","2001",0
"2646","Czechia","CZE","2001",8.568307
"2647","Denmark","DNK","2001",0
"2648","Eastern Africa (EI)","","2001",0
"2649","Ecuador","ECU","2001",0
"2650","Egypt","EGY","2001",0
"2651","Estonia","EST","2001",0
"2652","Europe","","2001",10.895834
"2653","Europe (EI)","","2001",12.326079
"2654","European Union (27)","","2001",13.648955
"2655","Finland","FIN","2001",17.49802
"2656","France","FRA","2001",37.739025
"2657","Germany","DEU","2001",11.886486
"2658","Greece","GRC","2001",0
"2659","High-income countries","","2001",9.968352
"2660","Hong Kong","HKG","2001",0
"2661","Hungary","HUN","2001",13.844341
"2662","India","IND","2001",1.4222894
"2663","Indonesia","IDN","2001",0
"2664","Iran","IRN","2001",0
"2665","Ireland","IRL","2001",0
"2666","Israel","ISR","2001",0
"2667","Italy","ITA","2001",0
"2668","Japan","JPN","2001",14.613793
"2669","Kazakhstan","KAZ","2001",0
"2670","Latvia","LVA","2001",0
"2671","Lithuania","LTU","2001",35.095722
"2672","Lower-middle-income countries","","2001",2.5070775
"2673","Luxembourg","LUX","2001",0
"2674","Malaysia","MYS","2001",0
"2675","Mexico","MEX","2001",1.464603
"2676","Middle Africa (EI)","","2001",0
"2677","Middle East (EI)","","2001",0
"2678","Morocco","MAR","2001",0
"2679","Netherlands","NLD","2001",1.0711067
"2680","New Zealand","NZL","2001",0
"2681","Non-OECD (EI)","","2001",2.058946
"2682","North America","","2001",7.933081
"2683","North America (EI)","","2001",8.088604
"2684","Norway","NOR","2001",0
"2685","OECD (EI)","","2001",10.152466
"2686","Oceania","","2001",0
"2687","Oman","OMN","2001",0
"2688","Pakistan","PAK","2001",1.1876193
"2689","Peru","PER","2001",0
"2690","Philippines","PHL","2001",0
"2691","Poland","POL","2001",0
"2692","Portugal","PRT","2001",0
"2693","Romania","ROU","2001",3.6115217
"2694","Russia","RUS","2001",5.2677116
"2695","Saudi Arabia","SAU","2001",0
"2696","Singapore","SGP","2001",0
"2697","Slovakia","SVK","2001",21.471
"2698","Slovenia","SVN","2001",18.030586
"2699","South Africa","ZAF","2001",2.5360382
"2700","South America","","2001",1.2115657
"2701","South Korea","KOR","2001",13.743334
"2702","South and Central America (EI)","","2001",1.037531
"2703","Spain","ESP","2001",11.239991
"2704","Sweden","SWE","2001",29.637712
"2705","Switzerland","CHE","2001",19.288336
"2706","Taiwan","TWN","2001",9.518782
"2707","Thailand","THA","2001",0
"2708","Turkey","TUR","2001",0
"2709","Turkmenistan","TKM","2001",0
"2710","USSR","OWID_USS","2001",2.7346985
"2711","Ukraine","UKR","2001",13.739022
"2712","United Kingdom","GBR","2001",9.433985
"2713","United States","USA","2001",8.804395
"2714","Upper-middle-income countries","","2001",1.9642899
"2715","Uzbekistan","UZB","2001",0
"2716","Venezuela","VEN","2001",0
"2717","Western Africa (EI)","","2001",0
"2718","World","OWID_WRL","2001",6.711588
"2719","Africa","","2002",1.0017272
"2720","Africa (EI)","","2002",1.0017272
"2721","Algeria","DZA","2002",0
"2722","Argentina","ARG","2002",2.4911704
"2723","Asia","","2002",3.6519446
"2724","Asia Pacific (EI)","","2002",4.2821803
"2725","Austria","AUT","2002",0
"2726","Azerbaijan","AZE","2002",0
"2727","Bangladesh","BGD","2002",0
"2728","Belarus","BLR","2002",0
"2729","Belgium","BEL","2002",18.085253
"2730","Brazil","BRA","2002",1.6489844
"2731","Bulgaria","BGR","2002",25.973707
"2732","CIS (EI)","","2002",4.4750547
"2733","Canada","CAN","2002",5.68766
"2734","Central America (EI)","","2002",0
"2735","Chile","CHL","2002",0
"2736","China","CHN","2002",0.5182306
"2737","Colombia","COL","2002",0
"2738","Czechia","CZE","2002",10.782364
"2739","Denmark","DNK","2002",0
"2740","Eastern Africa (EI)","","2002",0
"2741","Ecuador","ECU","2002",0
"2742","Egypt","EGY","2002",0
"2743","Estonia","EST","2002",0
"2744","Europe","","2002",11.057879
"2745","Europe (EI)","","2002",12.453027
"2746","European Union (27)","","2002",13.8604145
"2747","Finland","FIN","2002",16.933708
"2748","France","FRA","2002",39.295826
"2749","Germany","DEU","2002",11.508927
"2750","Greece","GRC","2002",0
"2751","High-income countries","","2002",9.916559
"2752","Hong Kong","HKG","2002",0
"2753","Hungary","HUN","2002",13.912171
"2754","India","IND","2002",1.402175
"2755","Indonesia","IDN","2002",0
"2756","Iran","IRN","2002",0
"2757","Ireland","IRL","2002",0
"2758","Israel","ISR","2002",0
"2759","Italy","ITA","2002",0
"2760","Japan","JPN","2002",14.214214
"2761","Kazakhstan","KAZ","2002",0
"2762","Latvia","LVA","2002",0
"2763","Lithuania","LTU","2002",40.667095
"2764","Lower-middle-income countries","","2002",2.460885
"2765","Luxembourg","LUX","2002",0
"2766","Malaysia","MYS","2002",0
"2767","Mexico","MEX","2002",1.5871161
"2768","Middle Africa (EI)","","2002",0
"2769","Middle East (EI)","","2002",0
"2770","Morocco","MAR","2002",0
"2771","Netherlands","NLD","2002",1.0478777
"2772","New Zealand","NZL","2002",0
"2773","Non-OECD (EI)","","2002",2.0797582
"2774","North America","","2002",7.8464575
"2775","North America (EI)","","2002",8.001072
"2776","Norway","NOR","2002",0
"2777","OECD (EI)","","2002",10.0965
"2778","Oceania","","2002",0
"2779","Oman","OMN","2002",0
"2780","Pakistan","PAK","2002",1.0329113
"2781","Peru","PER","2002",0
"2782","Philippines","PHL","2002",0
"2783","Poland","POL","2002",0
"2784","Portugal","PRT","2002",0
"2785","Romania","ROU","2002",3.4990106
"2786","Russia","RUS","2002",5.435241
"2787","Saudi Arabia","SAU","2002",0
"2788","Singapore","SGP","2002",0
"2789","Slovakia","SVK","2002",22.207878
"2790","Slovenia","SVN","2002",18.934015
"2791","South Africa","ZAF","2002",2.8925068
"2792","South America","","2002",1.0972923
"2793","South Korea","KOR","2002",13.864631
"2794","South and Central America (EI)","","2002",0.93798923
"2795","Spain","ESP","2002",10.928387
"2796","Sweden","SWE","2002",29.71478
"2797","Switzerland","CHE","2002",20.910793
"2798","Taiwan","TWN","2002",10.100859
"2799","Thailand","THA","2002",0
"2800","Turkey","TUR","2002",0
"2801","Turkmenistan","TKM","2002",0
"2802","USSR","OWID_USS","2002",2.7346985
"2803","Ukraine","UKR","2002",14.063676
"2804","United Kingdom","GBR","2002",9.350679
"2805","United States","USA","2002",8.745494
"2806","Upper-middle-income countries","","2002",1.9935973
"2807","Uzbekistan","UZB","2002",0
"2808","Venezuela","VEN","2002",0
"2809","Western Africa (EI)","","2002",0
"2810","World","OWID_WRL","2002",6.632925
"2811","Africa","","2003",1.0026267
"2812","Africa (EI)","","2003",1.0026267
"2813","Algeria","DZA","2003",0
"2814","Argentina","ARG","2003",3.0015123
"2815","Asia","","2003",2.9940588
"2816","Asia Pacific (EI)","","2003",3.4958248
"2817","Austria","AUT","2003",0
"2818","Azerbaijan","AZE","2003",0
"2819","Bangladesh","BGD","2003",0
"2820","Belarus","BLR","2003",0
"2821","Belgium","BEL","2003",17.310596
"2822","Brazil","BRA","2003",1.5524215
"2823","Bulgaria","BGR","2003",21.330265
"2824","CIS (EI)","","2003",4.6020885
"2825","Canada","CAN","2003",5.57723
"2826","Central America (EI)","","2003",0
"2827","Chile","CHL","2003",0
"2828","China","CHN","2003",0.7625031
"2829","Colombia","COL","2003",0
"2830","Czechia","CZE","2003",13.992831
"2831","Denmark","DNK","2003",0
"2832","Eastern Africa (EI)","","2003",0
"2833","Ecuador","ECU","2003",0
"2834","Egypt","EGY","2003",0
"2835","Estonia","EST","2003",0
"2836","Europe","","2003",10.959231
"2837","Europe (EI)","","2003",12.259555
"2838","European Union (27)","","2003",13.578662
"2839","Finland","FIN","2003",16.017912
"2840","France","FRA","2003",39.027363
"2841","Germany","DEU","2003",11.453849
"2842","Greece","GRC","2003",0
"2843","High-income countries","","2003",9.402732
"2844","Hong Kong","HKG","2003",0
"2845","Hungary","HUN","2003",10.77707
"2846","India","IND","2003",1.2608951
"2847","Indonesia","IDN","2003",0
"2848","Iran","IRN","2003",0
"2849","Ireland","IRL","2003",0
"2850","Israel","ISR","2003",0
"2851","Italy","ITA","2003",0
"2852","Japan","JPN","2003",10.37718
"2853","Kazakhstan","KAZ","2003",0
"2854","Latvia","LVA","2003",0
"2855","Lithuania","LTU","2003",42.190628
"2856","Lower-middle-income countries","","2003",2.4138255
"2857","Luxembourg","LUX","2003",0
"2858","Malaysia","MYS","2003",0
"2859","Mexico","MEX","2003",1.6786914
"2860","Middle Africa (EI)","","2003",0
"2861","Middle East (EI)","","2003",0
"2862","Morocco","MAR","2003",0
"2863","Netherlands","NLD","2003",1.0618274
"2864","New Zealand","NZL","2003",0
"2865","Non-OECD (EI)","","2003",2.0702982
"2866","North America","","2003",7.615279
"2867","North America (EI)","","2003",7.770431
"2868","Norway","NOR","2003",0
"2869","OECD (EI)","","2003",9.598389
"2870","Oceania","","2003",0
