"","Entity","Code","Year","source","energy_twh","energy_prop"
"448","Norway","NOR",2007,"nuclear",0,0
"449","Norway","NOR",2007,"renewables",134.94,0.992643813447109
"450","Norway","NOR",2007,"fossil_fuels",1,0.00735618655289098
"451","Norway","NOR",2008,"nuclear",0,0
"452","Norway","NOR",2008,"renewables",140.35,0.995248900865126
"453","Norway","NOR",2008,"fossil_fuels",0.67,0.00475109913487449
"454","Norway","NOR",2009,"nuclear",0,0
"455","Norway","NOR",2009,"renewables",126.49,0.966310160427807
"456","Norway","NOR",2009,"fossil_fuels",4.41,0.0336898395721925
"457","Norway","NOR",2010,"nuclear",0,0
"458","Norway","NOR",2010,"renewables",117.97,0.958404419530425
"459","Norway","NOR",2010,"fossil_fuels",5.12,0.0415955804695751
"460","Norway","NOR",2011,"nuclear",0,0
"461","Norway","NOR",2011,"renewables",121.9,0.965850566516124
"462","Norway","NOR",2011,"fossil_fuels",4.31,0.0341494334838761
"463","Norway","NOR",2012,"nuclear",0,0
"464","Norway","NOR",2012,"renewables",143.6,0.979870351415899
"465","Norway","NOR",2012,"fossil_fuels",2.95,0.020129648584101
"466","Norway","NOR",2013,"nuclear",0,0
"467","Norway","NOR",2013,"renewables",130.42,0.978614842049974
"468","Norway","NOR",2013,"fossil_fuels",2.85,0.0213851579500263
"469","Norway","NOR",2014,"nuclear",0,0
"470","Norway","NOR",2014,"renewables",137.94,0.978714346530439
"471","Norway","NOR",2014,"fossil_fuels",3,0.0212856534695615
"472","Norway","NOR",2015,"nuclear",0,0
"473","Norway","NOR",2015,"renewables",140.07,0.979099678456592
"474","Norway","NOR",2015,"fossil_fuels",2.99,0.0209003215434084
"475","Norway","NOR",2016,"nuclear",0,0
"476","Norway","NOR",2016,"renewables",145.16,0.979950043880375
"477","Norway","NOR",2016,"fossil_fuels",2.97,0.0200499561196247
"478","Norway","NOR",2017,"nuclear",0,0
"479","Norway","NOR",2017,"renewables",145.48,0.980257395054242
"480","Norway","NOR",2017,"fossil_fuels",2.93,0.0197426049457584
"481","Norway","NOR",2018,"nuclear",0,0
"482","Norway","NOR",2018,"renewables",143.06,0.979728804273387
"483","Norway","NOR",2018,"fossil_fuels",2.96,0.0202711957266128
"484","Norway","NOR",2019,"nuclear",0,0
"485","Norway","NOR",2019,"renewables",131.07,0.979376821340507
"486","Norway","NOR",2019,"fossil_fuels",2.76,0.0206231786594934
"487","Norway","NOR",2020,"nuclear",0,0
"488","Norway","NOR",2020,"renewables",152.09,0.985741136820274
"489","Norway","NOR",2020,"fossil_fuels",2.2,0.0142588631797265
"490","Norway","NOR",2021,"nuclear",0,0
"491","Norway","NOR",2021,"renewables",156.09,0.9931284596297
"492","Norway","NOR",2021,"fossil_fuels",1.08,0.00687154037029968
"493","Norway","NOR",2022,"nuclear",0,0
"494","Norway","NOR",2022,"renewables",151.11,0.989717055279015
"495","Norway","NOR",2022,"fossil_fuels",1.57,0.0102829447209851
"496","South Africa","ZAF",1990,"nuclear",8.449,0.0510868579375397
"497","South Africa","ZAF",1990,"renewables",1.01,0.00610696254194758
"498","South Africa","ZAF",1990,"fossil_fuels",155.926,0.942806179520513
"499","South Africa","ZAF",1991,"nuclear",9.144,0.0549149610838858
"500","South Africa","ZAF",1991,"renewables",1.98,0.011891034880369
"501","South Africa","ZAF",1991,"fossil_fuels",155.388,0.933194004035745
"502","South Africa","ZAF",1992,"nuclear",9.288,0.0556978117759918
"503","South Africa","ZAF",1992,"renewables",0.75200003,0.00450955599983637
"504","South Africa","ZAF",1992,"fossil_fuels",156.717,0.939792632224172
"505","South Africa","ZAF",1993,"nuclear",7.255,0.0418490894626014
"506","South Africa","ZAF",1993,"renewables",0.14600004,0.000842173499035614
"507","South Africa","ZAF",1993,"fossil_fuels",165.96,0.957308737038363
"508","South Africa","ZAF",1994,"nuclear",9.697,0.0538204947765872
"509","South Africa","ZAF",1994,"renewables",1.0739999,0.00596093699164744
"510","South Africa","ZAF",1994,"fossil_fuels",169.402,0.940218568231765
"511","South Africa","ZAF",1995,"nuclear",11.301,0.0609609399021475
"512","South Africa","ZAF",1995,"renewables",0.529,0.00285358262173578
"513","South Africa","ZAF",1995,"fossil_fuels",173.551,0.936185477476117
"514","South Africa","ZAF",1996,"nuclear",11.775,0.0595262168420148
"515","South Africa","ZAF",1996,"renewables",1.3189999,0.00666794684178308
"516","South Africa","ZAF",1996,"fossil_fuels",184.718,0.933805836316202
"517","South Africa","ZAF",1997,"nuclear",12.647,0.0609176910331008
"518","South Africa","ZAF",1997,"renewables",2.092,0.0100766829794613
"519","South Africa","ZAF",1997,"fossil_fuels",192.869,0.929005625987438
"520","South Africa","ZAF",1998,"nuclear",13.601,0.0670915452567521
"521","South Africa","ZAF",1998,"renewables",1.595,0.00786787844162338
"522","South Africa","ZAF",1998,"fossil_fuels",187.52701,0.925040576301625
"523","South Africa","ZAF",1999,"nuclear",12.837,0.0641128730498753
"524","South Africa","ZAF",1999,"renewables",0.7259999,0.00362592034142885
"525","South Africa","ZAF",1999,"fossil_fuels",186.662,0.932261206608696
"526","South Africa","ZAF",2000,"nuclear",13.01,0.0662187611340154
"527","South Africa","ZAF",2000,"renewables",1.79,0.00911080572097521
"528","South Africa","ZAF",2000,"fossil_fuels",181.67,0.924670433145009
"529","South Africa","ZAF",2001,"nuclear",10.72,0.0545436043553475
"530","South Africa","ZAF",2001,"renewables",2.46,0.0125165360740816
"531","South Africa","ZAF",2001,"fossil_fuels",183.36,0.932939859570571
"532","South Africa","ZAF",2002,"nuclear",11.99,0.0588928729308905
"533","South Africa","ZAF",2002,"renewables",2.81,0.013802249619333
"534","South Africa","ZAF",2002,"fossil_fuels",188.79,0.927304877449776
"535","South Africa","ZAF",2003,"nuclear",12.66,0.0580095307917889
"536","South Africa","ZAF",2003,"renewables",1.19,0.00545271260997067
"537","South Africa","ZAF",2003,"fossil_fuels",204.39,0.93653775659824
"538","South Africa","ZAF",2004,"nuclear",14.28,0.0625657202944269
"539","South Africa","ZAF",2004,"renewables",1.33,0.00582719943918682
"540","South Africa","ZAF",2004,"fossil_fuels",212.63,0.931607080266386
"541","South Africa","ZAF",2005,"nuclear",12.24,0.0533984818078702
"542","South Africa","ZAF",2005,"renewables",1.75,0.00763458685978536
"543","South Africa","ZAF",2005,"fossil_fuels",215.23,0.938966931332344
"544","South Africa","ZAF",2006,"nuclear",10.07,0.0425612848689772
"545","South Africa","ZAF",2006,"renewables",3.28,0.0138630600169062
"546","South Africa","ZAF",2006,"fossil_fuels",223.25,0.943575655114117
"547","South Africa","ZAF",2007,"nuclear",12.6,0.051051416069041
"548","South Africa","ZAF",2007,"renewables",1.3,0.00526720959442486
"549","South Africa","ZAF",2007,"fossil_fuels",232.91,0.943681374336534
"550","South Africa","ZAF",2008,"nuclear",12.75,0.0529639014663731
"551","South Africa","ZAF",2008,"renewables",1.66,0.0068956922693474
"552","South Africa","ZAF",2008,"fossil_fuels",226.32,0.94014040626428
"553","South Africa","ZAF",2009,"nuclear",11.57,0.0499568221070812
"554","South Africa","ZAF",2009,"renewables",1.86,0.00803108808290155
"555","South Africa","ZAF",2009,"fossil_fuels",218.17,0.942012089810017
"556","South Africa","ZAF",2010,"nuclear",12.9,0.0530907893653799
"557","South Africa","ZAF",2010,"renewables",2.51,0.0103300683183801
"558","South Africa","ZAF",2010,"fossil_fuels",227.57,0.93657914231624
"559","South Africa","ZAF",2011,"nuclear",12.94,0.0529265000613522
"560","South Africa","ZAF",2011,"renewables",2.49,0.0101844656223158
"561","South Africa","ZAF",2011,"fossil_fuels",229.06,0.936889034316332
"562","South Africa","ZAF",2012,"nuclear",12.4,0.0514736405147364
"563","South Africa","ZAF",2012,"renewables",1.66,0.00689082606890826
"564","South Africa","ZAF",2012,"fossil_fuels",226.84,0.941635533416355
"565","South Africa","ZAF",2013,"nuclear",13.61,0.0570625969561025
"566","South Africa","ZAF",2013,"renewables",1.62,0.00679216804326863
"567","South Africa","ZAF",2013,"fossil_fuels",223.28,0.936145235000629
"568","South Africa","ZAF",2014,"nuclear",14.76,0.0623943185661143
"569","South Africa","ZAF",2014,"renewables",3.38,0.014288129861346
"570","South Africa","ZAF",2014,"fossil_fuels",218.42,0.92331755157254
"571","South Africa","ZAF",2015,"nuclear",10.97,0.0472967146675864
"572","South Africa","ZAF",2015,"renewables",6.09,0.02625679054928
"573","South Africa","ZAF",2015,"fossil_fuels",214.88,0.926446494783134
"574","South Africa","ZAF",2016,"nuclear",15.21,0.0644518835543879
"575","South Africa","ZAF",2016,"renewables",7.69,0.0325861265307852
"576","South Africa","ZAF",2016,"fossil_fuels",213.09,0.902961989914827
"577","South Africa","ZAF",2017,"nuclear",15.09,0.0634300126103405
"578","South Africa","ZAF",2017,"renewables",10.04,0.0422026061370324
"579","South Africa","ZAF",2017,"fossil_fuels",212.77,0.894367381252627
"580","South Africa","ZAF",2018,"nuclear",10.56,0.0445513226173902
"581","South Africa","ZAF",2018,"renewables",12.22,0.051554655528836
"582","South Africa","ZAF",2018,"fossil_fuels",214.25,0.903894021853774
"583","South Africa","ZAF",2019,"nuclear",13.6,0.0579809004092769
"584","South Africa","ZAF",2019,"renewables",12.57,0.0535896998635744
"585","South Africa","ZAF",2019,"fossil_fuels",208.39,0.888429399727149
"586","South Africa","ZAF",2020,"nuclear",11.62,0.0523541338139221
"587","South Africa","ZAF",2020,"renewables",12.83,0.0578058121198468
"588","South Africa","ZAF",2020,"fossil_fuels",197.5,0.889840054066231
"589","South Africa","ZAF",2021,"nuclear",12.15,0.0544354838709677
"590","South Africa","ZAF",2021,"renewables",16.88,0.0756272401433692
"591","South Africa","ZAF",2021,"fossil_fuels",194.17,0.869937275985663
"592","South Africa","ZAF",2022,"nuclear",10.07,0.0471441947565543
"593","South Africa","ZAF",2022,"renewables",19.42,0.0909176029962547
"594","South Africa","ZAF",2022,"fossil_fuels",184.11,0.861938202247191
"595","United Kingdom","GBR",1990,"nuclear",65.75,0.206917170191339
"596","United Kingdom","GBR",1990,"renewables",5.82,0.0183157099697885
"597","United Kingdom","GBR",1990,"fossil_fuels",246.19,0.774767119838872
"598","United Kingdom","GBR",1991,"nuclear",70.54,0.219518267255866
"599","United Kingdom","GBR",1991,"renewables",5.32,0.016555673118815
"600","United Kingdom","GBR",1991,"fossil_fuels",245.48,0.763926059625319
"601","United Kingdom","GBR",1992,"nuclear",76.81,0.24052733763387
"602","United Kingdom","GBR",1992,"renewables",6.4,0.0200413352539613
"603","United Kingdom","GBR",1992,"fossil_fuels",236.13,0.739431327112169
"604","United Kingdom","GBR",1993,"nuclear",89.35,0.277769142288681
"605","United Kingdom","GBR",1993,"renewables",5.72,0.0177821991481954
"606","United Kingdom","GBR",1993,"fossil_fuels",226.6,0.704448658563124
"607","United Kingdom","GBR",1994,"nuclear",88.28,0.271614054519722
"608","United Kingdom","GBR",1994,"renewables",6.95,0.0213832994892622
"609","United Kingdom","GBR",1994,"fossil_fuels",229.79,0.707002645991016
"610","United Kingdom","GBR",1995,"nuclear",88.96,0.267564966313763
"611","United Kingdom","GBR",1995,"renewables",6.87,0.0206628970163619
"612","United Kingdom","GBR",1995,"fossil_fuels",236.65,0.711772136669875
"613","United Kingdom","GBR",1996,"nuclear",94.67,0.271012252376045
"614","United Kingdom","GBR",1996,"renewables",5.68,0.016260162601626
"615","United Kingdom","GBR",1996,"fossil_fuels",248.97,0.712727585022329
"616","United Kingdom","GBR",1997,"nuclear",98.15,0.281079068701853
"617","United Kingdom","GBR",1997,"renewables",6.95,0.0199032045591225
"618","United Kingdom","GBR",1997,"fossil_fuels",244.09,0.699017726739025
"619","United Kingdom","GBR",1998,"nuclear",99.49,0.275534507588346
"620","United Kingdom","GBR",1998,"renewables",8.65,0.0239559100476349
"621","United Kingdom","GBR",1998,"fossil_fuels",252.94,0.700509582364019
"622","United Kingdom","GBR",1999,"nuclear",95.13,0.260451745379877
"623","United Kingdom","GBR",1999,"renewables",9.62,0.0263381245722108
"624","United Kingdom","GBR",1999,"fossil_fuels",260.5,0.713210130047912
"625","United Kingdom","GBR",2000,"nuclear",85.06,0.227202307815588
"626","United Kingdom","GBR",2000,"renewables",9.98,0.0266574069127624
"627","United Kingdom","GBR",2000,"fossil_fuels",279.34,0.746140285271649
"628","United Kingdom","GBR",2001,"nuclear",90.09,0.235609488192065
"629","United Kingdom","GBR",2001,"renewables",9.56,0.0250019614509506
"630","United Kingdom","GBR",2001,"fossil_fuels",282.72,0.739388550356984
"631","United Kingdom","GBR",2002,"nuclear",87.85,0.228419136765471
"632","United Kingdom","GBR",2002,"renewables",11.13,0.0289391575663026
"633","United Kingdom","GBR",2002,"fossil_fuels",285.62,0.742641705668227
"634","United Kingdom","GBR",2003,"nuclear",88.69,0.2242704698326
"635","United Kingdom","GBR",2003,"renewables",10.62,0.026854802002731
"636","United Kingdom","GBR",2003,"fossil_fuels",296.15,0.748874728164669
"637","United Kingdom","GBR",2004,"nuclear",80,0.204451941015615
"638","United Kingdom","GBR",2004,"renewables",14.14,0.03613688057451
"639","United Kingdom","GBR",2004,"fossil_fuels",297.15,0.759411178409875
"640","United Kingdom","GBR",2005,"nuclear",81.62,0.206413433817207
"641","United Kingdom","GBR",2005,"renewables",16.93,0.0428152344342724
"642","United Kingdom","GBR",2005,"fossil_fuels",296.87,0.750771331748521
"643","United Kingdom","GBR",2006,"nuclear",75.45,0.191770028466856
"644","United Kingdom","GBR",2006,"renewables",18.11,0.046029890199268
"645","United Kingdom","GBR",2006,"fossil_fuels",299.88,0.762200081333876
"646","United Kingdom","GBR",2007,"nuclear",63.03,0.160389841722225
"647","United Kingdom","GBR",2007,"renewables",19.69,0.0501043310092117
"648","United Kingdom","GBR",2007,"fossil_fuels",310.26,0.789505827268563
"649","United Kingdom","GBR",2008,"nuclear",52.49,0.13639434570211
"650","United Kingdom","GBR",2008,"renewables",21.85,0.0567768423240827
"651","United Kingdom","GBR",2008,"fossil_fuels",310.5,0.806828811973807
"652","United Kingdom","GBR",2009,"nuclear",69.1,0.185214967299239
"653","United Kingdom","GBR",2009,"renewables",25.25,0.0676798541867696
"654","United Kingdom","GBR",2009,"fossil_fuels",278.73,0.747105178513992
"655","United Kingdom","GBR",2010,"nuclear",62.14,0.163996727455068
"656","United Kingdom","GBR",2010,"renewables",26.18,0.0690929244411602
"657","United Kingdom","GBR",2010,"fossil_fuels",290.59,0.766910348103771
"658","United Kingdom","GBR",2011,"nuclear",68.98,0.188955240234482
"659","United Kingdom","GBR",2011,"renewables",35.2,0.0964225058894428
"660","United Kingdom","GBR",2011,"fossil_fuels",260.88,0.714622253876075
"661","United Kingdom","GBR",2012,"nuclear",70.4,0.195073291030508
"662","United Kingdom","GBR",2012,"renewables",41.24,0.114273047188894
"663","United Kingdom","GBR",2012,"fossil_fuels",249.25,0.690653661780598
"664","United Kingdom","GBR",2013,"nuclear",70.61,0.198688727559232
"665","United Kingdom","GBR",2013,"renewables",53.21,0.149727052732287
"666","United Kingdom","GBR",2013,"fossil_fuels",231.56,0.651584219708481
"667","United Kingdom","GBR",2014,"nuclear",63.75,0.190179290593956
"668","United Kingdom","GBR",2014,"renewables",64.52,0.192476358103875
"669","United Kingdom","GBR",2014,"fossil_fuels",206.94,0.617344351302169
"670","United Kingdom","GBR",2015,"nuclear",70.34,0.209757261287052
"671","United Kingdom","GBR",2015,"renewables",82.57,0.246227709190672
"672","United Kingdom","GBR",2015,"fossil_fuels",182.43,0.544015029522276
"673","United Kingdom","GBR",2016,"nuclear",71.73,0.213304389199477
"674","United Kingdom","GBR",2016,"renewables",82.99,0.246788390626859
"675","United Kingdom","GBR",2016,"fossil_fuels",181.56,0.539907220173665
"676","United Kingdom","GBR",2017,"nuclear",70.34,0.209907490301403
"677","United Kingdom","GBR",2017,"renewables",98.85,0.294986571172784
"678","United Kingdom","GBR",2017,"fossil_fuels",165.91,0.495105938525813
"679","United Kingdom","GBR",2018,"nuclear",65.06,0.196853252647504
"680","United Kingdom","GBR",2018,"renewables",110.03,0.332919818456884
"681","United Kingdom","GBR",2018,"fossil_fuels",155.41,0.470226928895613
"682","United Kingdom","GBR",2019,"nuclear",56.18,0.174661899580289
"683","United Kingdom","GBR",2019,"renewables",120.48,0.37456863049899
"684","United Kingdom","GBR",2019,"fossil_fuels",144.99,0.450769469920721
"685","United Kingdom","GBR",2020,"nuclear",50.85,0.165435793994209
"686","United Kingdom","GBR",2020,"renewables",131.74,0.428603962650877
"687","United Kingdom","GBR",2020,"fossil_fuels",124.78,0.405960243354914
"688","United Kingdom","GBR",2021,"nuclear",46.88,0.152624039588488
"689","United Kingdom","GBR",2021,"renewables",122.2,0.397838260190129
"690","United Kingdom","GBR",2021,"fossil_fuels",138.08,0.449537700221383
"691","United Kingdom","GBR",2022,"nuclear",48.16,0.148234787158731
"692","United Kingdom","GBR",2022,"renewables",134.66,0.414478746652713
"693","United Kingdom","GBR",2022,"fossil_fuels",142.07,0.437286466188556
"694","United States","USA",1990,"nuclear",607.22284,0.191876899789993
"695","United States","USA",1990,"renewables",295.46846265,0.0933653493649833
"696","United States","USA",1990,"fossil_fuels",2261.95666,0.714757750845023
"697","United States","USA",1991,"nuclear",644.80536,0.201680446337548
"698","United States","USA",1991,"renewables",290.7850316,0.0909509420972646
"699","United States","USA",1991,"fossil_fuels",2261.5731,0.707368611565188
"700","United States","USA",1992,"nuclear",651.34344,0.203178012852513
"701","United States","USA",1992,"renewables",254.75120437,0.0794662850610439
"702","United States","USA",1992,"fossil_fuels",2299.68255,0.717355702086443
"703","United States","USA",1993,"nuclear",642.4118,0.193275126878796
"704","United States","USA",1993,"renewables",282.76230068,0.0850714752444883
"705","United States","USA",1993,"fossil_fuels",2398.64625,0.721653397876716
"706","United States","USA",1994,"nuclear",674.1472,0.199541856854874
"707","United States","USA",1994,"renewables",263.3251011,0.0779419978752289
"708","United States","USA",1994,"fossil_fuels",2441.002825,0.722516145269897
"709","United States","USA",1995,"nuclear",708.84436,0.203087299223341
"710","United States","USA",1995,"renewables",314.9305068,0.090229096368983
"711","United States","USA",1995,"fossil_fuels",2466.568265,0.706683604407676
"712","United States","USA",1996,"nuclear",710.2406,0.198158842554657
"713","United States","USA",1996,"renewables",351.35754755,0.0980296042571362
"714","United States","USA",1996,"fossil_fuels",2522.60022,0.703811553188207
"715","United States","USA",1997,"nuclear",661.7307,0.182053979727683
"716","United States","USA",1997,"renewables",359.8270433,0.0989948709443437
"717","United States","USA",1997,"fossil_fuels",2613.24717,0.718951149327974
"718","United States","USA",1998,"nuclear",709.1601,0.187926172406523
"719","United States","USA",1998,"renewables",325.67017804,0.0863020212586807
"720","United States","USA",1998,"fossil_fuels",2738.77981,0.725771806334796
"721","United States","USA",1999,"nuclear",766.5833,0.199043991110875
"722","United States","USA",1999,"renewables",321.6568735,0.0835184745998065
"723","United States","USA",1999,"fossil_fuels",2763.085836,0.717437534289318
"724","United States","USA",2000,"nuclear",753.89,0.198282528076589
"725","United States","USA",2000,"renewables",350.93,0.09229899266195
"726","United States","USA",2000,"fossil_fuels",2697.28,0.709418479261461
"727","United States","USA",2001,"nuclear",768.83,0.206255013319669
"728","United States","USA",2001,"renewables",280.06,0.0751320565408564
"729","United States","USA",2001,"fossil_fuels",2678.68,0.718612930139474
"730","United States","USA",2002,"nuclear",780.06,0.202917099132986
"731","United States","USA",2002,"renewables",336.34,0.0874921635802228
"732","United States","USA",2002,"fossil_fuels",2727.83,0.709590737286791
"733","United States","USA",2003,"nuclear",763.73,0.197400321535097
"734","United States","USA",2003,"renewables",349.18,0.090252110397163
"735","United States","USA",2003,"fossil_fuels",2756.03,0.712347568067739
"736","United States","USA",2004,"nuclear",788.53,0.199529346272094
"737","United States","USA",2004,"renewables",345.14,0.0873341008869039
"738","United States","USA",2004,"fossil_fuels",2818.28,0.713136552841003
"739","United States","USA",2005,"nuclear",781.99,0.19380221512321
"740","United States","USA",2005,"renewables",353.04,0.0874946406310796
"741","United States","USA",2005,"fossil_fuels",2899.96,0.718703144245711
"742","United States","USA",2006,"nuclear",787.22,0.194522281032088
"743","United States","USA",2006,"renewables",381.16,0.0941847420520196
"744","United States","USA",2006,"fossil_fuels",2878.56,0.711292976915892
"745","United States","USA",2007,"nuclear",806.42,0.194666595857161
"746","United States","USA",2007,"renewables",347.91,0.0839840968287802
"747","United States","USA",2007,"fossil_fuels",2988.24,0.721349307314059
"748","United States","USA",2008,"nuclear",806.21,0.196276107539081
"749","United States","USA",2008,"renewables",377.11,0.0918094329195405
"750","United States","USA",2008,"fossil_fuels",2924.21,0.711914459541379
"751","United States","USA",2009,"nuclear",798.85,0.202763070394079
"752","United States","USA",2009,"renewables",415.56,0.105476899959897
"753","United States","USA",2009,"fossil_fuels",2725.41,0.691760029646024
"754","United States","USA",2010,"nuclear",806.97,0.196155024137445
"755","United States","USA",2010,"renewables",424.48,0.10318089228331
"756","United States","USA",2010,"fossil_fuels",2882.49,0.700664083579245
"757","United States","USA",2011,"nuclear",790.2,0.193256327542817
"758","United States","USA",2011,"renewables",509.74,0.124665249812295
"759","United States","USA",2011,"fossil_fuels",2788.93,0.682078422644887
"760","United States","USA",2012,"nuclear",769.33,0.190396642141031
"761","United States","USA",2012,"renewables",492.32,0.121841179804339
"762","United States","USA",2012,"fossil_fuels",2779.02,0.68776217805463
"763","United States","USA",2013,"nuclear",789.02,0.194550264941649
"764","United States","USA",2013,"renewables",520.38,0.128311154179026
"765","United States","USA",2013,"fossil_fuels",2746.21,0.677138580879325
"766","United States","USA",2014,"nuclear",797.17,0.194621106882063
"767","United States","USA",2014,"renewables",546.83,0.133503092033467
"768","United States","USA",2014,"fossil_fuels",2752.01,0.67187580108447
"769","United States","USA",2015,"nuclear",797.18,0.195196364339776
"770","United States","USA",2015,"renewables",556.49,0.136261352256005
"771","United States","USA",2015,"fossil_fuels",2730.32,0.66854228340422
"772","United States","USA",2016,"nuclear",805.69,0.197107810038262
"773","United States","USA",2016,"renewables",624.91,0.152880936304299
"774","United States","USA",2016,"fossil_fuels",2656.96,0.650011253657439
"775","United States","USA",2017,"nuclear",804.95,0.198639788170204
"776","United States","USA",2017,"renewables",707.19,0.174515276471938
"777","United States","USA",2017,"fossil_fuels",2540.17,0.626844935357858
"778","United States","USA",2018,"nuclear",807.08,0.192091014030536
"779","United States","USA",2018,"renewables",733.17,0.174499886946484
"780","United States","USA",2018,"fossil_fuels",2661.3,0.63340909902298
"781","United States","USA",2019,"nuclear",809.41,0.194645510992261
"782","United States","USA",2019,"renewables",760.76,0.182946243489051
"783","United States","USA",2019,"fossil_fuels",2588.21,0.622408245518688
"784","United States","USA",2020,"nuclear",789.88,0.195361077171929
"785","United States","USA",2020,"renewables",821.4,0.203156921037401
"786","United States","USA",2020,"fossil_fuels",2431.9,0.60148200179067
"787","United States","USA",2021,"nuclear",779.65,0.187703737944251
"788","United States","USA",2021,"renewables",861.58,0.207428700747781
"789","United States","USA",2021,"fossil_fuels",2512.39,0.604867561307968
"790","United States","USA",2022,"nuclear",771.54,0.179558191059559
"791","United States","USA",2022,"renewables",967.69,0.225207592485711
"792","United States","USA",2022,"fossil_fuels",2557.65,0.59523421645473
"793","Vietnam","VNM",1990,"nuclear",0,0
"794","Vietnam","VNM",1990,"renewables",5.369,0.618477133970741
"795","Vietnam","VNM",1990,"fossil_fuels",3.312,0.381522866029259
"796","Vietnam","VNM",1991,"nuclear",0,0
"797","Vietnam","VNM",1991,"renewables",6.317,0.685884907709012
"798","Vietnam","VNM",1991,"fossil_fuels",2.893,0.314115092290988
"799","Vietnam","VNM",1992,"nuclear",0,0
"800","Vietnam","VNM",1992,"renewables",7.228,0.744770736733642
"801","Vietnam","VNM",1992,"fossil_fuels",2.477,0.255229263266358
"802","Vietnam","VNM",1993,"nuclear",0,0
"803","Vietnam","VNM",1993,"renewables",7.965,0.747045582442319
"804","Vietnam","VNM",1993,"fossil_fuels",2.697,0.252954417557681
"805","Vietnam","VNM",1994,"nuclear",0,0
"806","Vietnam","VNM",1994,"renewables",9.243,0.752197265625
"807","Vietnam","VNM",1994,"fossil_fuels",3.045,0.247802734375
"808","Vietnam","VNM",1995,"nuclear",0,0
"809","Vietnam","VNM",1995,"renewables",10.582,0.722419442927362
"810","Vietnam","VNM",1995,"fossil_fuels",4.066,0.277580557072638
"811","Vietnam","VNM",1996,"nuclear",0,0
"812","Vietnam","VNM",1996,"renewables",12.008,0.708687440982058
"813","Vietnam","VNM",1996,"fossil_fuels",4.936,0.291312559017941
"814","Vietnam","VNM",1997,"nuclear",0,0
"815","Vietnam","VNM",1997,"renewables",11.657,0.609293330545683
"816","Vietnam","VNM",1997,"fossil_fuels",7.475,0.390706669454317
"817","Vietnam","VNM",1998,"nuclear",0,0
"818","Vietnam","VNM",1998,"renewables",11.095,0.511573220213943
"819","Vietnam","VNM",1998,"fossil_fuels",10.593,0.488426779786057
"820","Vietnam","VNM",1999,"nuclear",0,0
"821","Vietnam","VNM",1999,"renewables",13.774,0.584659790313681
"822","Vietnam","VNM",1999,"fossil_fuels",9.785,0.41534020968632
"823","Vietnam","VNM",2000,"nuclear",0,0
"824","Vietnam","VNM",2000,"renewables",14.55,0.547816265060241
"825","Vietnam","VNM",2000,"fossil_fuels",12.01,0.452183734939759
"826","Vietnam","VNM",2001,"nuclear",0,0
"827","Vietnam","VNM",2001,"renewables",18.21,0.594903626265926
"828","Vietnam","VNM",2001,"fossil_fuels",12.4,0.405096373734074
"829","Vietnam","VNM",2002,"nuclear",0,0
"830","Vietnam","VNM",2002,"renewables",18.2,0.508379888268156
"831","Vietnam","VNM",2002,"fossil_fuels",17.6,0.491620111731844
"832","Vietnam","VNM",2003,"nuclear",0,0
"833","Vietnam","VNM",2003,"renewables",18.99,0.46396286342536
"834","Vietnam","VNM",2003,"fossil_fuels",21.94,0.53603713657464
"835","Vietnam","VNM",2004,"nuclear",0,0
"836","Vietnam","VNM",2004,"renewables",17.82,0.385714285714286
"837","Vietnam","VNM",2004,"fossil_fuels",28.38,0.614285714285714
"838","Vietnam","VNM",2005,"nuclear",0,0
"839","Vietnam","VNM",2005,"renewables",16.58,0.318356374807988
"840","Vietnam","VNM",2005,"fossil_fuels",35.5,0.681643625192012
"841","Vietnam","VNM",2006,"nuclear",0,0
"842","Vietnam","VNM",2006,"renewables",19.77,0.341450777202073
"843","Vietnam","VNM",2006,"fossil_fuels",38.13,0.658549222797927
"844","Vietnam","VNM",2007,"nuclear",0,0
"845","Vietnam","VNM",2007,"renewables",22.52,0.350997506234414
"846","Vietnam","VNM",2007,"fossil_fuels",41.64,0.649002493765586
"847","Vietnam","VNM",2008,"nuclear",0,0
"848","Vietnam","VNM",2008,"renewables",26.03,0.366878083157153
"849","Vietnam","VNM",2008,"fossil_fuels",44.92,0.633121916842847
"850","Vietnam","VNM",2009,"nuclear",0,0
"851","Vietnam","VNM",2009,"renewables",30.05,0.372643849206349
"852","Vietnam","VNM",2009,"fossil_fuels",50.59,0.627356150793651
"853","Vietnam","VNM",2010,"nuclear",0,0
"854","Vietnam","VNM",2010,"renewables",28.62,0.312036633231574
"855","Vietnam","VNM",2010,"fossil_fuels",63.1,0.687963366768426
"856","Vietnam","VNM",2011,"nuclear",0,0
"857","Vietnam","VNM",2011,"renewables",41.19,0.405772830263028
"858","Vietnam","VNM",2011,"fossil_fuels",60.32,0.594227169736972
"859","Vietnam","VNM",2012,"nuclear",0,0
"860","Vietnam","VNM",2012,"renewables",53.42,0.46391663048198
"861","Vietnam","VNM",2012,"fossil_fuels",61.73,0.53608336951802
"862","Vietnam","VNM",2013,"nuclear",0,0
"863","Vietnam","VNM",2013,"renewables",57.96,0.465691788526434
"864","Vietnam","VNM",2013,"fossil_fuels",66.5,0.534308211473566
"865","Vietnam","VNM",2014,"nuclear",0,0
