"","Entity","Code","Year","sector","emissions","population","emissions_per_capita"
"1178","China","CHN",2007,"Agriculture",680840000,1321513216,0.515197269128181
"1179","China","CHN",2007,"LandUseAndForestry",-331610000,1321513216,-0.250932034568469
"1180","China","CHN",2007,"Waste",134370000,1321513216,0.101678892328232
"1181","China","CHN",2007,"Industry",698160000,1321513216,0.528303456633762
"1182","China","CHN",2007,"ManufacturingAndConstruction",2287540000,1321513216,1.73100047150796
"1183","China","CHN",2007,"Transport",481110000,1321513216,0.364059923256946
"1184","China","CHN",2007,"ElectricityAndHeat",3186520000,1321513216,2.4112660860442
"1185","China","CHN",2007,"Buildings",468460000,1321513216,0.354487563444844
"1186","China","CHN",2007,"FugitiveEmissions",452570000,1321513216,0.342463468787587
"1187","China","CHN",2007,"OtherFuelCombustion",166240000,1321513216,0.125795185388445
"1188","China","CHN",2007,"AviationAndShipping",34370000,1321513216,0.0260080637740667
"1189","China","CHN",2008,"Agriculture",693160000,1330167168,0.521107434219877
"1190","China","CHN",2008,"LandUseAndForestry",-330470000,1330167168,-0.248442457422013
"1191","China","CHN",2008,"Waste",140390000,1330167168,0.105543125238226
"1192","China","CHN",2008,"Industry",7.3e+08,1330167168,0.548803201252972
"1193","China","CHN",2008,"ManufacturingAndConstruction",2423810000,1330167168,1.82218450305338
"1194","China","CHN",2008,"Transport",521060000,1330167168,0.391725200061471
"1195","China","CHN",2008,"ElectricityAndHeat",3224170000,1330167168,2.42388331148465
"1196","China","CHN",2008,"Buildings",447340000,1330167168,0.336303594586993
"1197","China","CHN",2008,"FugitiveEmissions",465120000,1330167168,0.349670335570935
"1198","China","CHN",2008,"OtherFuelCombustion",165920000,1330167168,0.124736201577936
"1199","China","CHN",2008,"AviationAndShipping",33610000,1330167168,0.0252675008138526
"1200","China","CHN",2009,"Agriculture",694650000,1339125632,0.518734003293277
"1201","China","CHN",2009,"LandUseAndForestry",-331470000,1339125632,-0.247527186455946
"1202","China","CHN",2009,"Waste",146410000,1339125632,0.10933253497757
"1203","China","CHN",2009,"Industry",808640000,1339125632,0.603856711182719
"1204","China","CHN",2009,"ManufacturingAndConstruction",2616190000,1339125632,1.95365538339572
"1205","China","CHN",2009,"Transport",531210000,1339125632,0.396684214913153
"1206","China","CHN",2009,"ElectricityAndHeat",3472680000,1339125632,2.59324436558914
"1207","China","CHN",2009,"Buildings",452480000,1339125632,0.337892120938807
"1208","China","CHN",2009,"FugitiveEmissions",493410000,1339125632,0.368456840948587
"1209","China","CHN",2009,"OtherFuelCombustion",170900000,1339125632,0.127620587580539
"1210","China","CHN",2009,"AviationAndShipping",36230000,1339125632,0.0270549671623342
"1211","China","CHN",2010,"Agriculture",695410000,1348191360,0.515809565787456
"1212","China","CHN",2010,"LandUseAndForestry",-331450000,1348191360,-0.245847889130516
"1213","China","CHN",2010,"Waste",152440000,1348191360,0.113070002169425
"1214","China","CHN",2010,"Industry",885580000,1348191360,0.656865209401728
"1215","China","CHN",2010,"ManufacturingAndConstruction",2860190000,1348191360,2.12150150554295
"1216","China","CHN",2010,"Transport",584090000,1348191360,0.433239684906451
"1217","China","CHN",2010,"ElectricityAndHeat",3850790000,1348191360,2.85626366868276
"1218","China","CHN",2010,"Buildings",473610000,1348191360,0.351292860977836
"1219","China","CHN",2010,"FugitiveEmissions",541330000,1348191360,0.401523119091937
"1220","China","CHN",2010,"OtherFuelCombustion",175090000,1348191360,0.129870287849938
"1221","China","CHN",2010,"AviationAndShipping",43890000,1348191360,0.0325547257623725
"1222","China","CHN",2011,"Agriculture",689640000,1357095424,0.508173550513718
"1223","China","CHN",2011,"LandUseAndForestry",-709710000,1357095424,-0.522962488450628
"1224","China","CHN",2011,"Waste",158460000,1357095424,0.116764080990667
"1225","China","CHN",2011,"Industry",975360000,1357095424,0.718711435283714
"1226","China","CHN",2011,"ManufacturingAndConstruction",3021660000,1357095424,2.22656413584665
"1227","China","CHN",2011,"Transport",638590000,1357095424,0.470556446294524
"1228","China","CHN",2011,"ElectricityAndHeat",4345310000,1357095424,3.20191927785912
"1229","China","CHN",2011,"Buildings",494730000,1357095424,0.364550636050188
"1230","China","CHN",2011,"FugitiveEmissions",590940000,1357095424,0.435444692797078
"1231","China","CHN",2011,"OtherFuelCombustion",183500000,1357095424,0.135215252188486
"1232","China","CHN",2011,"AviationAndShipping",47410000,1357095424,0.034934905211205
"1233","China","CHN",2012,"Agriculture",691170000,1366560768,0.505773337113685
"1234","China","CHN",2012,"LandUseAndForestry",-709800000,1366560768,-0.519406100790389
"1235","China","CHN",2012,"Waste",164480000,1366560768,0.120360545869264
"1236","China","CHN",2012,"Industry",1002330000,1366560768,0.733469029311399
"1237","China","CHN",2012,"ManufacturingAndConstruction",3060510000,1366560768,2.23957109823893
"1238","China","CHN",2012,"Transport",704190000,1366560768,0.515300904642976
"1239","China","CHN",2012,"ElectricityAndHeat",4472580000,1366560768,3.27287311675554
"1240","China","CHN",2012,"Buildings",508450000,1366560768,0.372065415535184
"1241","China","CHN",2012,"FugitiveEmissions",589630000,1366560768,0.43147001860952
"1242","China","CHN",2012,"OtherFuelCombustion",192120000,1366560768,0.140586503358481
"1243","China","CHN",2012,"AviationAndShipping",47620000,1366560768,0.03484660259177
"1244","China","CHN",2013,"Agriculture",690840000,1376100352,0.502027340517678
"1245","China","CHN",2013,"LandUseAndForestry",-709780000,1376100352,-0.515790871623874
"1246","China","CHN",2013,"Waste",169550000,1376100352,0.123210490974426
"1247","China","CHN",2013,"Industry",1058980000,1376100352,0.769551434574446
"1248","China","CHN",2013,"ManufacturingAndConstruction",3090230000,1376100352,2.24564291078679
"1249","China","CHN",2013,"Transport",760690000,1376100352,0.552786720019675
"1250","China","CHN",2013,"ElectricityAndHeat",4766220000,1376100352,3.46357007544752
"1251","China","CHN",2013,"Buildings",524690000,1376100352,0.381287599583435
"1252","China","CHN",2013,"FugitiveEmissions",611700000,1376100352,0.444516999876474
"1253","China","CHN",2013,"OtherFuelCombustion",205130000,1376100352,0.149066163453754
"1254","China","CHN",2013,"AviationAndShipping",45090000,1376100352,0.0327665056799579
"1255","China","CHN",2014,"Agriculture",691800000,1385189632,0.499426204194979
"1256","China","CHN",2014,"LandUseAndForestry",-709550000,1385189632,-0.51224033418119
"1257","China","CHN",2014,"Waste",174620000,1385189632,0.126062162151673
"1258","China","CHN",2014,"Industry",1112430000,1385189632,0.803088598341458
"1259","China","CHN",2014,"ManufacturingAndConstruction",3096840000,1385189632,2.23567945388722
"1260","China","CHN",2014,"Transport",790700000,1385189632,0.570824370709699
"1261","China","CHN",2014,"ElectricityAndHeat",4712490000,1385189632,3.40205405175889
"1262","China","CHN",2014,"Buildings",534140000,1385189632,0.385607853004779
"1263","China","CHN",2014,"FugitiveEmissions",621210000,1385189632,0.448465672604746
"1264","China","CHN",2014,"OtherFuelCombustion",203800000,1385189632,0.147127869926188
"1265","China","CHN",2014,"AviationAndShipping",45030000,1385189632,0.0325081844100895
"1266","China","CHN",2015,"Agriculture",699130000,1393715456,0.501630370094712
"1267","China","CHN",2015,"LandUseAndForestry",-709610000,1393715456,-0.509149838975453
"1268","China","CHN",2015,"Waste",179680000,1393715456,0.128921580962937
"1269","China","CHN",2015,"Industry",1078980000,1393715456,0.77417524169295
"1270","China","CHN",2015,"ManufacturingAndConstruction",3012110000,1393715456,2.16120872236348
"1271","China","CHN",2015,"Transport",850570000,1393715456,0.610289565447712
"1272","China","CHN",2015,"ElectricityAndHeat",4616440000,1393715456,3.31232604196649
"1273","China","CHN",2015,"Buildings",561830000,1393715456,0.403116717678131
"1274","China","CHN",2015,"FugitiveEmissions",610830000,1393715456,0.438274539735032
"1275","China","CHN",2015,"OtherFuelCombustion",208900000,1393715456,0.149887123014011
"1276","China","CHN",2015,"AviationAndShipping",53690000,1393715456,0.0385229278823467
"1277","China","CHN",2016,"Agriculture",699420000,1401889664,0.498912302416405
"1278","China","CHN",2016,"LandUseAndForestry",-649520000,1401889664,-0.463317489727922
"1279","China","CHN",2016,"Waste",185650000,1401889664,0.132428396304946
"1280","China","CHN",2016,"Industry",1109080000,1401889664,0.791132161453756
"1281","China","CHN",2016,"ManufacturingAndConstruction",2874400000,1401889664,2.05037534252054
"1282","China","CHN",2016,"Transport",868040000,1401889664,0.619192809741694
"1283","China","CHN",2016,"ElectricityAndHeat",4721350000,1401889664,3.36784707187912
"1284","China","CHN",2016,"Buildings",567830000,1401889664,0.405046142062147
"1285","China","CHN",2016,"FugitiveEmissions",566200000,1401889664,0.40388342573585
"1286","China","CHN",2016,"OtherFuelCombustion",208860000,1401889664,0.148984620803938
"1287","China","CHN",2016,"AviationAndShipping",57600000,1401889664,0.0410873990151624
"1288","China","CHN",2017,"Agriculture",684490000,1410275968,0.485358905300441
"1289","China","CHN",2017,"LandUseAndForestry",-649790000,1410275968,-0.460753791984066
"1290","China","CHN",2017,"Waste",191610000,1410275968,0.135867024857365
"1291","China","CHN",2017,"Industry",1133390000,1410275968,0.803665400047432
"1292","China","CHN",2017,"ManufacturingAndConstruction",2711510000,1410275968,1.92268042675744
"1293","China","CHN",2017,"Transport",901300000,1410275968,0.639094773257882
"1294","China","CHN",2017,"ElectricityAndHeat",5060660000,1410275968,3.58841823503299
"1295","China","CHN",2017,"Buildings",574100000,1410275968,0.407083445387052
"1296","China","CHN",2017,"FugitiveEmissions",578010000,1410275968,0.409855952391865
"1297","China","CHN",2017,"OtherFuelCombustion",200220000,1410275968,0.141972212916557
"1298","China","CHN",2017,"AviationAndShipping",62110000,1410275968,0.0440410255930845
"1299","China","CHN",2018,"Agriculture",669760000,1417069440,0.472637388891825
"1300","China","CHN",2018,"LandUseAndForestry",-649430000,1417069440,-0.458290879521049
"1301","China","CHN",2018,"Waste",197570000,1417069440,0.139421537451263
"1302","China","CHN",2018,"Industry",1170990000,1417069440,0.826346237485723
"1303","China","CHN",2018,"ManufacturingAndConstruction",2784750000,1417069440,1.96514717020501
"1304","China","CHN",2018,"Transport",926840000,1417069440,0.654054045509583
"1305","China","CHN",2018,"ElectricityAndHeat",5405580000,1417069440,3.81461899284202
"1306","China","CHN",2018,"Buildings",527970000,1417069440,0.372578777790875
"1307","China","CHN",2018,"FugitiveEmissions",609880000,1417069440,0.430381167488871
"1308","China","CHN",2018,"OtherFuelCombustion",177750000,1417069440,0.125434925757767
"1309","China","CHN",2018,"AviationAndShipping",66920000,1417069440,0.0472242207128537
"1310","China","CHN",2019,"Agriculture",662550000,1421864064,0.465972814683922
"1311","China","CHN",2019,"LandUseAndForestry",-649680000,1421864064,-0.456921316495133
"1312","China","CHN",2019,"Waste",203540000,1421864064,0.143150111992703
"1313","China","CHN",2019,"Industry",1220290000,1421864064,0.858232534949276
"1314","China","CHN",2019,"ManufacturingAndConstruction",2785760000,1421864064,1.95923089311581
"1315","China","CHN",2019,"Transport",926360000,1421864064,0.65151094500128
"1316","China","CHN",2019,"ElectricityAndHeat",5616350000,1421864064,3.94999081993819
"1317","China","CHN",2019,"Buildings",492680000,1421864064,0.346502884821485
"1318","China","CHN",2019,"FugitiveEmissions",633400000,1421864064,0.445471558102477
"1319","China","CHN",2019,"OtherFuelCombustion",164160000,1421864064,0.115454074799657
"1320","China","CHN",2019,"AviationAndShipping",66700000,1421864064,0.0469102509084863
"1321","France","FRA",1990,"Agriculture",86730000,56412896,1.53741442382252
"1322","France","FRA",1990,"LandUseAndForestry",-24830000,56412896,-0.440147586112225
"1323","France","FRA",1990,"Waste",15060000,56412896,0.266960235475236
"1324","France","FRA",1990,"Industry",39260000,56412896,0.695940162334513
"1325","France","FRA",1990,"ManufacturingAndConstruction",60880000,56412896,1.07918586558648
"1326","France","FRA",1990,"Transport",116210000,56412896,2.05998997108746
"1327","France","FRA",1990,"ElectricityAndHeat",75160000,56412896,1.33231947531997
"1328","France","FRA",1990,"Buildings",89270000,56412896,1.58243958969949
"1329","France","FRA",1990,"FugitiveEmissions",2100000,56412896,0.0372255308431604
"1330","France","FRA",1990,"OtherFuelCombustion",11190000,56412896,0.198358900064269
"1331","France","FRA",1990,"AviationAndShipping",17440000,56412896,0.309149170430818
"1332","France","FRA",1991,"Agriculture",85760000,56645216,1.51398487031985
"1333","France","FRA",1991,"LandUseAndForestry",-24800000,56645216,-0.437812788991748
"1334","France","FRA",1991,"Waste",15730000,56645216,0.277693353662911
"1335","France","FRA",1991,"Industry",38810000,56645216,0.685141707289103
"1336","France","FRA",1991,"ManufacturingAndConstruction",61320000,56645216,1.08252742826508
"1337","France","FRA",1991,"Transport",119880000,56645216,2.11633053001334
"1338","France","FRA",1991,"ElectricityAndHeat",86230000,56645216,1.52228212882091
"1339","France","FRA",1991,"Buildings",99490000,56645216,1.75637074099956
"1340","France","FRA",1991,"FugitiveEmissions",2270000,56645216,0.0400739931859382
"1341","France","FRA",1991,"OtherFuelCombustion",11430000,56645216,0.201782265249019
"1342","France","FRA",1991,"AviationAndShipping",16930000,56645216,0.298877843452835
"1343","France","FRA",1992,"Agriculture",81790000,56864048,1.43834290516919
"1344","France","FRA",1992,"LandUseAndForestry",-24800000,56864048,-0.436127937989923
"1345","France","FRA",1992,"Waste",16480000,56864048,0.289814049115884
"1346","France","FRA",1992,"Industry",38670000,56864048,0.680043038793158
"1347","France","FRA",1992,"ManufacturingAndConstruction",61700000,56864048,1.08504410378945
"1348","France","FRA",1992,"Transport",122420000,56864048,2.15285411970671
"1349","France","FRA",1992,"ElectricityAndHeat",74610000,56864048,1.31207683279952
"1350","France","FRA",1992,"Buildings",96840000,56864048,1.70300925463484
"1351","France","FRA",1992,"FugitiveEmissions",2250000,56864048,0.0395680588902148
"1352","France","FRA",1992,"OtherFuelCombustion",11570000,56864048,0.20346775171546
"1353","France","FRA",1992,"AviationAndShipping",1.8e+07,56864048,0.316544471121718
"1354","France","FRA",1993,"Agriculture",81230000,57053728,1.42374570159552
"1355","France","FRA",1993,"LandUseAndForestry",-24800000,57053728,-0.434677993346903
"1356","France","FRA",1993,"Waste",17270000,57053728,0.302697134883105
"1357","France","FRA",1993,"Industry",38050000,57053728,0.66691522769555
"1358","France","FRA",1993,"ManufacturingAndConstruction",57780000,57053728,1.01272961514452
"1359","France","FRA",1993,"Transport",123550000,57053728,2.16550266443588
"1360","France","FRA",1993,"ElectricityAndHeat",61740000,57053728,1.08213787537249
"1361","France","FRA",1993,"Buildings",93640000,57053728,1.64125997165339
"1362","France","FRA",1993,"FugitiveEmissions",2290000,57053728,0.0401376050308229
"1363","France","FRA",1993,"OtherFuelCombustion",11800000,57053728,0.206822593608607
"1364","France","FRA",1993,"AviationAndShipping",17920000,57053728,0.31408990487002
"1365","France","FRA",1994,"Agriculture",81740000,57230064,1.42827028814785
"1366","France","FRA",1994,"LandUseAndForestry",-24800000,57230064,-0.43333867318408
"1367","France","FRA",1994,"Waste",17750000,57230064,0.310151671331348
"1368","France","FRA",1994,"Industry",37180000,57230064,0.649658543104198
"1369","France","FRA",1994,"ManufacturingAndConstruction",57490000,57230064,1.00454194844164
"1370","France","FRA",1994,"Transport",124400000,57230064,2.17368269935885
"1371","France","FRA",1994,"ElectricityAndHeat",61630000,57230064,1.07688154952963
"1372","France","FRA",1994,"Buildings",87680000,57230064,1.53206188970888
"1373","France","FRA",1994,"FugitiveEmissions",2260000,57230064,0.0394897339272589
"1374","France","FRA",1994,"OtherFuelCombustion",11530000,57230064,0.201467536363405
"1375","France","FRA",1994,"AviationAndShipping",17720000,57230064,0.309627471323464
"1376","France","FRA",1995,"Agriculture",82280000,57420356,1.4329413074346
"1377","France","FRA",1995,"LandUseAndForestry",-24800000,57420356,-0.431902581725547
"1378","France","FRA",1995,"Waste",18230000,57420356,0.317483228421642
"1379","France","FRA",1995,"Industry",36760000,57420356,0.640191084848028
"1380","France","FRA",1995,"ManufacturingAndConstruction",59680000,57420356,1.03935266441051
"1381","France","FRA",1995,"Transport",125350000,57420356,2.18302373464909
"1382","France","FRA",1995,"ElectricityAndHeat",66570000,57420356,1.15934495425281
"1383","France","FRA",1995,"Buildings",87640000,57420356,1.5262879944527
"1384","France","FRA",1995,"FugitiveEmissions",2300000,57420356,0.040055481369708
"1385","France","FRA",1995,"OtherFuelCombustion",11550000,57420356,0.201148178182664
"1386","France","FRA",1995,"AviationAndShipping",18510000,57420356,0.322359547892737
"1387","France","FRA",1996,"Agriculture",83470000,57623180,1.44854900406399
"1388","France","FRA",1996,"LandUseAndForestry",-24850000,57623180,-0.431250062908711
"1389","France","FRA",1996,"Waste",18620000,57623180,0.323133849954133
"1390","France","FRA",1996,"Industry",38680000,57623180,0.671257643191507
"1391","France","FRA",1996,"ManufacturingAndConstruction",62940000,57623180,1.092268771005
"1392","France","FRA",1996,"Transport",125120000,57623180,2.17134840527718
"1393","France","FRA",1996,"ElectricityAndHeat",70330000,57623180,1.22051577160441
"1394","France","FRA",1996,"Buildings",96800000,57623180,1.67987952070677
"1395","France","FRA",1996,"FugitiveEmissions",2360000,57623180,0.0409557403808676
"1396","France","FRA",1996,"OtherFuelCombustion",11800000,57623180,0.204778701904338
"1397","France","FRA",1996,"AviationAndShipping",19640000,57623180,0.340835059779762
"1398","France","FRA",1997,"Agriculture",82580000,57839364,1.42774737287913
"1399","France","FRA",1997,"LandUseAndForestry",-24860000,57839364,-0.429811088517502
"1400","France","FRA",1997,"Waste",18980000,57839364,0.328150219632429
"1401","France","FRA",1997,"Industry",38900000,57839364,0.672552346875737
"1402","France","FRA",1997,"ManufacturingAndConstruction",61930000,57839364,1.07072408334227
"1403","France","FRA",1997,"Transport",127690000,57839364,2.20766604556717
"1404","France","FRA",1997,"ElectricityAndHeat",65810000,57839364,1.13780642539569
"1405","France","FRA",1997,"Buildings",90930000,57839364,1.5721127224013
"1406","France","FRA",1997,"FugitiveEmissions",2220000,57839364,0.0383821647831397
"1407","France","FRA",1997,"OtherFuelCombustion",11730000,57839364,0.202803059867671
"1408","France","FRA",1997,"AviationAndShipping",20640000,57839364,0.356850396902705
"1409","France","FRA",1998,"Agriculture",82330000,58080344,1.41751915243477
"1410","France","FRA",1998,"LandUseAndForestry",-24860000,58080344,-0.428027767879612
"1411","France","FRA",1998,"Waste",19560000,58080344,0.336774864832068
"1412","France","FRA",1998,"Industry",32990000,58080344,0.568006277648769
"1413","France","FRA",1998,"ManufacturingAndConstruction",58770000,58080344,1.01187417209512
"1414","France","FRA",1998,"Transport",132250000,58080344,2.27701819396937
"1415","France","FRA",1998,"ElectricityAndHeat",80440000,58080344,1.38497802285744
"1416","France","FRA",1998,"Buildings",94400000,58080344,1.6253347259789
"1417","France","FRA",1998,"FugitiveEmissions",2240000,58080344,0.038567264684245
"1418","France","FRA",1998,"OtherFuelCombustion",13850000,58080344,0.238462774944997
"1419","France","FRA",1998,"AviationAndShipping",22240000,58080344,0.382917842222147
"1420","France","FRA",1999,"Agriculture",82420000,58352208,1.41245726297109
"1421","France","FRA",1999,"LandUseAndForestry",-24890000,58352208,-0.42654769807511
"1422","France","FRA",1999,"Waste",19920000,58352208,0.341375256956858
"1423","France","FRA",1999,"Industry",29430000,58352208,0.504351094991984
"1424","France","FRA",1999,"ManufacturingAndConstruction",56900000,58352208,0.975113058275361
"1425","France","FRA",1999,"Transport",132620000,58352208,2.27275033020173
"1426","France","FRA",1999,"ElectricityAndHeat",74530000,58352208,1.27724387053186
"1427","France","FRA",1999,"Buildings",95680000,58352208,1.63969802136707
"1428","France","FRA",1999,"FugitiveEmissions",2250000,58352208,0.0385589522165125
"1429","France","FRA",1999,"OtherFuelCombustion",13880000,58352208,0.237865891895642
"1430","France","FRA",1999,"AviationAndShipping",23580000,58352208,0.404097819229051
"1431","France","FRA",2000,"Agriculture",83650000,58665456,1.42588169774049
"1432","France","FRA",2000,"LandUseAndForestry",-24890000,58665456,-0.42427011902882
"1433","France","FRA",2000,"Waste",20220000,58665456,0.344666203566201
"1434","France","FRA",2000,"Industry",28370000,58665456,0.483589524983834
"1435","France","FRA",2000,"ManufacturingAndConstruction",55720000,58665456,0.949792327532577
"1436","France","FRA",2000,"Transport",135610000,58665456,2.31158179355156
"1437","France","FRA",2000,"ElectricityAndHeat",77580000,58665456,1.32241365344539
"1438","France","FRA",2000,"Buildings",88710000,58665456,1.51213347766358
"1439","France","FRA",2000,"FugitiveEmissions",2290000,58665456,0.0390348964474085
"1440","France","FRA",2000,"OtherFuelCombustion",13890000,58665456,0.236766249630788
"1441","France","FRA",2000,"AviationAndShipping",24430000,58665456,0.41642904812672
"1442","France","FRA",2001,"Agriculture",83670000,59014776,1.41778052330488
"1443","France","FRA",2001,"LandUseAndForestry",-66290000,59014776,-1.12327800752815
"1444","France","FRA",2001,"Waste",20470000,59014776,0.346862284116778
"1445","France","FRA",2001,"Industry",29620000,59014776,0.501908200075181
"1446","France","FRA",2001,"ManufacturingAndConstruction",59620000,59014776,1.01025546551257
"1447","France","FRA",2001,"Transport",137330000,59014776,2.32704433208388
"1448","France","FRA",2001,"ElectricityAndHeat",70180000,59014776,1.18919370294653
"1449","France","FRA",2001,"Buildings",93750000,59014776,1.58858520449184
"1450","France","FRA",2001,"FugitiveEmissions",2360000,59014776,0.0399899848810745
"1451","France","FRA",2001,"OtherFuelCombustion",14200000,59014776,0.240617705640364
"1452","France","FRA",2001,"AviationAndShipping",22880000,59014776,0.387699514440248
"1453","France","FRA",2002,"Agriculture",81390000,59372784,1.37083010963407
"1454","France","FRA",2002,"LandUseAndForestry",-66330000,59372784,-1.11717853756024
"1455","France","FRA",2002,"Waste",20630000,59372784,0.347465599726636
"1456","France","FRA",2002,"Industry",30760000,59372784,0.518082493824106
"1457","France","FRA",2002,"ManufacturingAndConstruction",57420000,59372784,0.967109778783491
"1458","France","FRA",2002,"Transport",137230000,59372784,2.31132836890384
"1459","France","FRA",2002,"ElectricityAndHeat",72930000,59372784,1.22834058109857
"1460","France","FRA",2002,"Buildings",87180000,59372784,1.46834953873815
"1461","France","FRA",2002,"FugitiveEmissions",2350000,59372784,0.0395804245931941
"1462","France","FRA",2002,"OtherFuelCombustion",14380000,59372784,0.242198513042609
"1463","France","FRA",2002,"AviationAndShipping",22700000,59372784,0.382330058836385
"1464","France","FRA",2003,"Agriculture",79700000,59728260,1.33437672552323
"1465","France","FRA",2003,"LandUseAndForestry",-66340000,59728260,-1.11069701344054
"1466","France","FRA",2003,"Waste",20650000,59728260,0.345732489109845
"1467","France","FRA",2003,"Industry",31620000,59728260,0.529397641920257
"1468","France","FRA",2003,"ManufacturingAndConstruction",56890000,59728260,0.952480450627559
"1469","France","FRA",2003,"Transport",135830000,59728260,2.27413288115207
"1470","France","FRA",2003,"ElectricityAndHeat",75610000,59728260,1.26589992743803
"1471","France","FRA",2003,"Buildings",92190000,59728260,1.54349046833107
"1472","France","FRA",2003,"FugitiveEmissions",2430000,59728260,0.040684259009052
"1473","France","FRA",2003,"OtherFuelCombustion",14550000,59728260,0.243603279251731
"1474","France","FRA",2003,"AviationAndShipping",23230000,59728260,0.388928122131802
"1475","France","FRA",2004,"Agriculture",79420000,60108436,1.32127876359984
"1476","France","FRA",2004,"LandUseAndForestry",-66460000,60108436,-1.1056684289706
"1477","France","FRA",2004,"Waste",20500000,60108436,0.341050297831739
"1478","France","FRA",2004,"Industry",29700000,60108436,0.494107016858665
"1479","France","FRA",2004,"ManufacturingAndConstruction",53350000,60108436,0.887562604357232
"1480","France","FRA",2004,"Transport",136050000,60108436,2.26340941561015
"1481","France","FRA",2004,"ElectricityAndHeat",75280000,60108436,1.25240324003772
"1482","France","FRA",2004,"Buildings",95980000,60108436,1.59678085784831
"1483","France","FRA",2004,"FugitiveEmissions",2440000,60108436,0.040593303741924
"1484","France","FRA",2004,"OtherFuelCombustion",15030000,60108436,0.250048096410294
"1485","France","FRA",2004,"AviationAndShipping",25330000,60108436,0.421405075320875
"1486","France","FRA",2005,"Agriculture",77850000,60510080,1.28656250330523
"1487","France","FRA",2005,"LandUseAndForestry",-66440000,60510080,-1.09799887886448
"1488","France","FRA",2005,"Waste",20240000,60510080,0.334489724687193
"1489","France","FRA",2005,"Industry",30060000,60510080,0.496776735380287
"1490","France","FRA",2005,"ManufacturingAndConstruction",55400000,60510080,0.915549938126011
"1491","France","FRA",2005,"Transport",133760000,60510080,2.2105407892371
"1492","France","FRA",2005,"ElectricityAndHeat",81310000,60510080,1.34374305900769
"1493","France","FRA",2005,"Buildings",93350000,60510080,1.5427181719145
"1494","France","FRA",2005,"FugitiveEmissions",2480000,60510080,0.0409849069774821
"1495","France","FRA",2005,"OtherFuelCombustion",14590000,60510080,0.241116851936074
"1496","France","FRA",2005,"AviationAndShipping",24740000,60510080,0.408857499444721
"1497","France","FRA",2006,"Agriculture",77500000,60919152,1.2721779186946
"1498","France","FRA",2006,"LandUseAndForestry",-66470000,60919152,-1.09111827426619
"1499","France","FRA",2006,"Waste",20050000,60919152,0.329124738965506
"1500","France","FRA",2006,"Industry",30430000,60919152,0.499514504075828
"1501","France","FRA",2006,"ManufacturingAndConstruction",55080000,60919152,0.904149158215466
"1502","France","FRA",2006,"Transport",134080000,60919152,2.20094987533641
"1503","France","FRA",2006,"ElectricityAndHeat",77130000,60919152,1.26610429508277
"1504","France","FRA",2006,"Buildings",88340000,60919152,1.45011867532234
"1505","France","FRA",2006,"FugitiveEmissions",2390000,60919152,0.0392323254926464
"1506","France","FRA",2006,"OtherFuelCombustion",14210000,60919152,0.233259977092262
"1507","France","FRA",2006,"AviationAndShipping",25810000,60919152,0.423676284922679
"1508","France","FRA",2007,"Agriculture",79240000,61329380,1.29203980213072
"1509","France","FRA",2007,"LandUseAndForestry",-66480000,61329380,-1.08398291324647
"1510","France","FRA",2007,"Waste",19820000,61329380,0.323173004520835
"1511","France","FRA",2007,"Industry",31050000,61329380,0.506282633217554
"1512","France","FRA",2007,"ManufacturingAndConstruction",54280000,61329380,0.885057047698835
"1513","France","FRA",2007,"Transport",133360000,61329380,2.1744879860191
"1514","France","FRA",2007,"ElectricityAndHeat",78880000,61329380,1.28616985855719
"1515","France","FRA",2007,"Buildings",79700000,61329380,1.2995402855858
"1516","France","FRA",2007,"FugitiveEmissions",2330000,61329380,0.0379915792398358
"1517","France","FRA",2007,"OtherFuelCombustion",13810000,61329380,0.2251775576404
"1518","France","FRA",2007,"AviationAndShipping",26660000,61329380,0.434701932418035
"1519","France","FRA",2008,"Agriculture",78230000,61721004,1.26747776170329
"1520","France","FRA",2008,"LandUseAndForestry",-66470000,61721004,-1.07694294797926
"1521","France","FRA",2008,"Waste",19600000,61721004,0.31755802287338
"1522","France","FRA",2008,"Industry",30230000,61721004,0.489784644462362
"1523","France","FRA",2008,"ManufacturingAndConstruction",52770000,61721004,0.854976370766749
"1524","France","FRA",2008,"Transport",127440000,61721004,2.06477522627467
"1525","France","FRA",2008,"ElectricityAndHeat",75370000,61721004,1.22114021346769
"1526","France","FRA",2008,"Buildings",86360000,61721004,1.39919953343598
"1527","France","FRA",2008,"FugitiveEmissions",2360000,61721004,0.0382365782643458
"1528","France","FRA",2008,"OtherFuelCombustion",14090000,61721004,0.228285333790098
"1529","France","FRA",2008,"AviationAndShipping",25640000,61721004,0.415417740126198
"1530","France","FRA",2009,"Agriculture",76210000,62093300,1.22734658972868
"1531","France","FRA",2009,"LandUseAndForestry",-66460000,62093300,-1.07032481765343
"1532","France","FRA",2009,"Waste",19040000,62093300,0.306635337467972
"1533","France","FRA",2009,"Industry",28170000,62093300,0.453672135318947
"1534","France","FRA",2009,"ManufacturingAndConstruction",41470000,62093300,0.667865937226722
"1535","France","FRA",2009,"Transport",126050000,62093300,2.03000967898308
"1536","France","FRA",2009,"ElectricityAndHeat",73160000,62093300,1.17822695846412
"1537","France","FRA",2009,"Buildings",88390000,62093300,1.42350301884422
"1538","France","FRA",2009,"FugitiveEmissions",2270000,62093300,0.0365578894985449
