"","Entity","Code","Year","source","energy_twh","rank"
"1","World","OWID_WRL",1990,"coal",4460.2417,1
"2","World","OWID_WRL",1990,"hydro",2158.854,2
"3","World","OWID_WRL",1990,"nuclear",2000.596,3
"4","World","OWID_WRL",1990,"gas",1789.7031,4
"5","United States","USA",1990,"coal",1725.1552,5
"6","World","OWID_WRL",1990,"oil",1364.6844,6
"7","United States","USA",1990,"nuclear",607.22284,7
"8","Russia","RUS",1990,"gas",511.61584,8
"9","China","CHN",1990,"coal",441.251,9
"10","United States","USA",1990,"gas",400.82275,10
"11","France","FRA",1990,"nuclear",314.08,11
"12","Germany","DEU",1990,"coal",310.03998,12
"13","Canada","CAN",1990,"hydro",295.68332,13
"14","United States","USA",1990,"hydro",292.2809,14
"15","Japan","JPN",1990,"oil",287.53784,15
"16","Brazil","BRA",1990,"hydro",206.708,16
"17","United Kingdom","GBR",1990,"coal",204.66,17
"18","Japan","JPN",1990,"nuclear",194.57127,18
"19","India","IND",1990,"coal",191.633,19
"20","Japan","JPN",1990,"gas",172.93031,20
"21","Russia","RUS",1990,"hydro",166.84561,21
"22","Russia","RUS",1990,"coal",156.85474,22
"23","South Africa","ZAF",1990,"coal",155.926,23
"24","Germany","DEU",1990,"nuclear",152.47,24
"25","United States","USA",1990,"oil",135.97871,25
"26","Russia","RUS",1990,"oil",128.49379,26
"27","China","CHN",1990,"hydro",126.74397,27
"28","Australia","AUS",1990,"coal",123.363,28
"29","Norway","NOR",1990,"hydro",121.14,29
"30","Japan","JPN",1990,"coal",119.28444,30
"31","Russia","RUS",1990,"nuclear",118.32501,31
"32","Japan","JPN",1990,"hydro",86.895,32
"33","Canada","CAN",1990,"coal",82.22,33
"34","Sweden","SWE",1990,"hydro",72.5,34
"35","Canada","CAN",1990,"nuclear",72.46,35
"36","Sweden","SWE",1990,"nuclear",68.18,36
"37","India","IND",1990,"hydro",66.397064,37
"38","United Kingdom","GBR",1990,"nuclear",65.75,38
"39","France","FRA",1990,"hydro",53.87,39
"40","China","CHN",1990,"oil",50.366,40
"41","Germany","DEU",1990,"gas",40.46,41
"42","United Kingdom","GBR",1990,"oil",36.53,42
"43","France","FRA",1990,"coal",31.47,43
"44","Germany","DEU",1990,"oil",24.75,44
"45","Germany","DEU",1990,"hydro",17.43,45
"46","Canada","CAN",1990,"oil",16.468,46
"47","Australia","AUS",1990,"hydro",14.7595,47
"48","India","IND",1990,"oil",13.312,48
"49","France","FRA",1990,"oil",12.84,49
"50","Australia","AUS",1990,"gas",12.5655,50
"51","India","IND",1990,"gas",9.958,51
"52","Canada","CAN",1990,"gas",9.654,52
"53","South Africa","ZAF",1990,"nuclear",8.449,53
"54","India","IND",1990,"nuclear",6.3948717,54
"55","United Kingdom","GBR",1990,"hydro",5.21,55
"56","Brazil","BRA",1990,"oil",5.0698996,56
"57","United Kingdom","GBR",1990,"gas",5,57
"58","Brazil","BRA",1990,"coal",4.620541,58
"59","World","OWID_WRL",1990,"wind",3.6324706,59
"60","Australia","AUS",1990,"oil",3.474,60
"61","France","FRA",1990,"gas",3.03,61
"62","United States","USA",1990,"wind",2.8167677,62
"63","China","CHN",1990,"gas",2.771,63
"64","Brazil","BRA",1990,"nuclear",2.237,64
"65","Sweden","SWE",1990,"bioenergy",1.94,65
"66","Sweden","SWE",1990,"oil",1.85,66
"67","Germany","DEU",1990,"bioenergy",1.6,67
"68","France","FRA",1990,"bioenergy",1.41,68
"69","Sweden","SWE",1990,"coal",1.08,69
"70","South Africa","ZAF",1990,"hydro",1.01,70
"71","United Kingdom","GBR",1990,"bioenergy",0.6,71
"72","France","FRA",1990,"other_renewables",0.5,72
"73","Sweden","SWE",1990,"gas",0.42,73
"74","World","OWID_WRL",1990,"solar",0.38834995,74
"75","United States","USA",1990,"solar",0.37079495,75
"76","Brazil","BRA",1990,"gas",0.325612,76
"77","Norway","NOR",1990,"bioenergy",0.21,77
"78","Germany","DEU",1990,"wind",0.07,78
"79","Norway","NOR",1990,"oil",0.07,79
"80","Norway","NOR",1990,"coal",0.04,80
"81","India","IND",1990,"wind",0.03030303,81
"82","Sweden","SWE",1990,"wind",0.01,82
"83","United Kingdom","GBR",1990,"wind",0.01,83
"84","China","CHN",1990,"wind",0.002020202,84
"85","China","CHN",1990,"solar",0.002,85
"86","Canada","CAN",1990,"wind",0.001919192,86
"87","Japan","JPN",1990,"solar",0.001,87
"88","Australia","AUS",1990,"other_renewables",0,88
"89","Australia","AUS",1990,"bioenergy",0,89
"90","Australia","AUS",1990,"solar",0,90
"91","Australia","AUS",1990,"wind",0,91
"92","Australia","AUS",1990,"nuclear",0,92
"93","Brazil","BRA",1990,"other_renewables",0,93
"94","Brazil","BRA",1990,"bioenergy",0,94
"95","Brazil","BRA",1990,"solar",0,95
"96","Brazil","BRA",1990,"wind",0,96
"97","Canada","CAN",1990,"other_renewables",0,97
"98","Canada","CAN",1990,"bioenergy",0,98
"99","Canada","CAN",1990,"solar",0,99
"100","China","CHN",1990,"other_renewables",0,100
"101","China","CHN",1990,"bioenergy",0,101
"102","China","CHN",1990,"nuclear",0,102
"103","France","FRA",1990,"solar",0,103
"104","France","FRA",1990,"wind",0,104
"105","Germany","DEU",1990,"other_renewables",0,105
"106","Germany","DEU",1990,"solar",0,106
"107","India","IND",1990,"other_renewables",0,107
"108","India","IND",1990,"bioenergy",0,108
"109","India","IND",1990,"solar",0,109
"110","Japan","JPN",1990,"other_renewables",0,110
"111","Japan","JPN",1990,"bioenergy",0,111
"112","Japan","JPN",1990,"wind",0,112
"113","Norway","NOR",1990,"other_renewables",0,113
"114","Norway","NOR",1990,"solar",0,114
"115","Norway","NOR",1990,"wind",0,115
"116","Norway","NOR",1990,"nuclear",0,116
"117","Norway","NOR",1990,"gas",0,117
"118","Russia","RUS",1990,"other_renewables",0,118
"119","Russia","RUS",1990,"bioenergy",0,119
"120","Russia","RUS",1990,"solar",0,120
"121","Russia","RUS",1990,"wind",0,121
"122","South Africa","ZAF",1990,"other_renewables",0,122
"123","South Africa","ZAF",1990,"bioenergy",0,123
"124","South Africa","ZAF",1990,"solar",0,124
"125","South Africa","ZAF",1990,"wind",0,125
"126","South Africa","ZAF",1990,"oil",0,126
"127","South Africa","ZAF",1990,"gas",0,127
"128","Sweden","SWE",1990,"other_renewables",0,128
"129","Sweden","SWE",1990,"solar",0,129
"130","United Kingdom","GBR",1990,"other_renewables",0,130
"131","United Kingdom","GBR",1990,"solar",0,131
"132","United States","USA",1990,"other_renewables",0,132
"133","United States","USA",1990,"bioenergy",0,133
"134","World","OWID_WRL",1990,"other_renewables",0,134
"135","World","OWID_WRL",1990,"bioenergy",0,135
"136","World","OWID_WRL",1991,"coal",4557.0664,1
"137","World","OWID_WRL",1991,"hydro",2208.702,2
"138","World","OWID_WRL",1991,"nuclear",2096.3098,3
"139","World","OWID_WRL",1991,"gas",1815.2444,4
"140","United States","USA",1991,"coal",1722.5359,5
"141","World","OWID_WRL",1991,"oil",1349.9071,6
"142","United States","USA",1991,"nuclear",644.80536,7
"143","Russia","RUS",1991,"gas",501.31113,8
"144","China","CHN",1991,"coal",498.43396,9
"145","United States","USA",1991,"gas",410.27206,10
"146","France","FRA",1991,"nuclear",331.34,11
"147","Germany","DEU",1991,"coal",307.67,12
"148","Canada","CAN",1991,"hydro",307.276,13
"149","United States","USA",1991,"hydro",287.32602,14
"150","Japan","JPN",1991,"oil",275.44656,15
"151","Brazil","BRA",1991,"hydro",217.782,16
"152","India","IND",1991,"coal",214.118,17
"153","United Kingdom","GBR",1991,"coal",209.53,18
"154","Japan","JPN",1991,"nuclear",208.69353,19
"155","Japan","JPN",1991,"gas",184.34412,20
"156","Russia","RUS",1991,"hydro",168.094,21
"157","South Africa","ZAF",1991,"coal",155.388,22
"158","Russia","RUS",1991,"coal",154.73595,23
"159","Germany","DEU",1991,"nuclear",147.23,24
"160","United States","USA",1991,"oil",128.76514,25
"161","Australia","AUS",1991,"coal",127.22155,26
"162","Japan","JPN",1991,"coal",125.57195,27
"163","China","CHN",1991,"hydro",124.68895,28
"164","Russia","RUS",1991,"oil",123.973434,29
"165","Russia","RUS",1991,"nuclear",119.9838,30
"166","Norway","NOR",1991,"hydro",110.13,31
"167","Japan","JPN",1991,"hydro",94.416,32
"168","Canada","CAN",1991,"coal",88.485,33
"169","Canada","CAN",1991,"nuclear",84.33895,34
"170","Sweden","SWE",1991,"nuclear",76.76,35
"171","India","IND",1991,"hydro",73.918884,36
"172","United Kingdom","GBR",1991,"nuclear",70.54,37
"173","Sweden","SWE",1991,"hydro",63.24,38
"174","France","FRA",1991,"hydro",57.6,39
"175","China","CHN",1991,"oil",51.923,40
"176","France","FRA",1991,"coal",39.609997,41
"177","Germany","DEU",1991,"gas",36.11,42
"178","United Kingdom","GBR",1991,"oil",30.13,43
"179","Germany","DEU",1991,"oil",27.84,44
"180","France","FRA",1991,"oil",17.91,45
"181","Australia","AUS",1991,"hydro",15.6535,46
"182","Germany","DEU",1991,"hydro",14.89,47
"183","Canada","CAN",1991,"oil",14.135,48
"184","India","IND",1991,"oil",13.444,49
"185","India","IND",1991,"gas",13.355,50
"186","Australia","AUS",1991,"gas",11.2025,51
"187","South Africa","ZAF",1991,"nuclear",9.144,52
"188","Canada","CAN",1991,"gas",8.622,53
"189","United Kingdom","GBR",1991,"gas",5.82,54
"190","Brazil","BRA",1991,"coal",5.5337596,55
"191","India","IND",1991,"nuclear",5.413765,56
"192","Brazil","BRA",1991,"oil",5.245925,57
"193","United Kingdom","GBR",1991,"hydro",4.62,58
"194","World","OWID_WRL",1991,"wind",4.086107,59
"195","France","FRA",1991,"gas",3.05,60
"196","United States","USA",1991,"wind",2.9807587,61
"197","Australia","AUS",1991,"oil",2.879,62
"198","Sweden","SWE",1991,"oil",2.56,63
"199","China","CHN",1991,"gas",2.429,64
"200","South Africa","ZAF",1991,"hydro",1.98,65
"201","Sweden","SWE",1991,"coal",1.96,66
"202","Germany","DEU",1991,"bioenergy",1.87,67
"203","Sweden","SWE",1991,"bioenergy",1.86,68
"204","France","FRA",1991,"bioenergy",1.59,69
"205","Brazil","BRA",1991,"nuclear",1.442,70
"206","United Kingdom","GBR",1991,"bioenergy",0.69,71
"207","Sweden","SWE",1991,"gas",0.58,72
"208","France","FRA",1991,"other_renewables",0.52,73
"209","World","OWID_WRL",1991,"solar",0.5053229,74
"210","United States","USA",1991,"solar",0.4782529,75
"211","Brazil","BRA",1991,"gas",0.373,76
"212","Germany","DEU",1991,"wind",0.22,77
"213","Norway","NOR",1991,"bioenergy",0.21,78
"214","India","IND",1991,"wind",0.11291,79
"215","Norway","NOR",1991,"oil",0.07,80
"216","Norway","NOR",1991,"coal",0.05,81
"217","Sweden","SWE",1991,"wind",0.01,82
"218","United Kingdom","GBR",1991,"wind",0.01,83
"219","China","CHN",1991,"wind",0.009090909,84
"220","Australia","AUS",1991,"solar",0.00545,85
"221","China","CHN",1991,"solar",0.002,86
"222","Canada","CAN",1991,"wind",0.001919192,87
"223","Japan","JPN",1991,"solar",0.001,88
"224","Australia","AUS",1991,"other_renewables",0,89
"225","Australia","AUS",1991,"bioenergy",0,90
"226","Australia","AUS",1991,"wind",0,91
"227","Australia","AUS",1991,"nuclear",0,92
"228","Brazil","BRA",1991,"other_renewables",0,93
"229","Brazil","BRA",1991,"bioenergy",0,94
"230","Brazil","BRA",1991,"solar",0,95
"231","Brazil","BRA",1991,"wind",0,96
"232","Canada","CAN",1991,"other_renewables",0,97
"233","Canada","CAN",1991,"bioenergy",0,98
"234","Canada","CAN",1991,"solar",0,99
"235","China","CHN",1991,"other_renewables",0,100
"236","China","CHN",1991,"bioenergy",0,101
"237","China","CHN",1991,"nuclear",0,102
"238","France","FRA",1991,"solar",0,103
"239","France","FRA",1991,"wind",0,104
"240","Germany","DEU",1991,"other_renewables",0,105
"241","Germany","DEU",1991,"solar",0,106
"242","India","IND",1991,"other_renewables",0,107
"243","India","IND",1991,"bioenergy",0,108
"244","India","IND",1991,"solar",0,109
"245","Japan","JPN",1991,"other_renewables",0,110
"246","Japan","JPN",1991,"bioenergy",0,111
"247","Japan","JPN",1991,"wind",0,112
"248","Norway","NOR",1991,"other_renewables",0,113
"249","Norway","NOR",1991,"solar",0,114
"250","Norway","NOR",1991,"wind",0,115
"251","Norway","NOR",1991,"nuclear",0,116
"252","Norway","NOR",1991,"gas",0,117
"253","Russia","RUS",1991,"other_renewables",0,118
"254","Russia","RUS",1991,"bioenergy",0,119
"255","Russia","RUS",1991,"solar",0,120
"256","Russia","RUS",1991,"wind",0,121
"257","South Africa","ZAF",1991,"other_renewables",0,122
"258","South Africa","ZAF",1991,"bioenergy",0,123
"259","South Africa","ZAF",1991,"solar",0,124
"260","South Africa","ZAF",1991,"wind",0,125
"261","South Africa","ZAF",1991,"oil",0,126
"262","South Africa","ZAF",1991,"gas",0,127
"263","Sweden","SWE",1991,"other_renewables",0,128
"264","Sweden","SWE",1991,"solar",0,129
"265","United Kingdom","GBR",1991,"other_renewables",0,130
"266","United Kingdom","GBR",1991,"solar",0,131
"267","United States","USA",1991,"other_renewables",0,132
"268","United States","USA",1991,"bioenergy",0,133
"269","World","OWID_WRL",1991,"other_renewables",0,134
"270","World","OWID_WRL",1991,"bioenergy",0,135
"271","World","OWID_WRL",1992,"coal",4649.9165,1
"272","World","OWID_WRL",1992,"hydro",2208.4592,2
"273","World","OWID_WRL",1992,"nuclear",2112.223,3
"274","World","OWID_WRL",1992,"gas",1829.3868,4
"275","United States","USA",1992,"coal",1757.5013,5
"276","World","OWID_WRL",1992,"oil",1328.2163,6
"277","United States","USA",1992,"nuclear",651.34344,7
"278","China","CHN",1992,"coal",567.3296,8
"279","Russia","RUS",1992,"gas",460.18744,9
"280","United States","USA",1992,"gas",434.4886,10
"281","France","FRA",1992,"nuclear",338.45,11
"282","Canada","CAN",1992,"hydro",315.17465,12
"283","Germany","DEU",1992,"coal",295.66998,13
"284","Japan","JPN",1992,"oil",282.14148,14
"285","United States","USA",1992,"hydro",251.42567,15
"286","India","IND",1992,"coal",229.412,16
"287","Brazil","BRA",1992,"hydro",223.343,17
"288","Japan","JPN",1992,"nuclear",217.03513,18
"289","United Kingdom","GBR",1992,"coal",192.62,19
"290","Japan","JPN",1992,"gas",184.15916,20
"291","Russia","RUS",1992,"hydro",172.594,21
"292","Germany","DEU",1992,"nuclear",158.8,22
"293","South Africa","ZAF",1992,"coal",156.717,23
"294","Russia","RUS",1992,"coal",154.11139,24
"295","Japan","JPN",1992,"coal",131.97461,25
"296","China","CHN",1992,"hydro",130.68608,26
"297","Australia","AUS",1992,"coal",130.0024,27
"298","Russia","RUS",1992,"nuclear",119.626,28
"299","Norway","NOR",1992,"hydro",116.67,29
"300","United States","USA",1992,"oil",107.69265,30
"301","Russia","RUS",1992,"oil",100.05208,31
"302","Canada","CAN",1992,"coal",90.03,32
"303","Japan","JPN",1992,"hydro",80.046,33
"304","Canada","CAN",1992,"nuclear",80.0221,34
"305","United Kingdom","GBR",1992,"nuclear",76.81,35
"306","Sweden","SWE",1992,"hydro",74.33,36
"307","India","IND",1992,"hydro",70.060745,37
"308","France","FRA",1992,"hydro",68.96,38
"309","Sweden","SWE",1992,"nuclear",63.54,39
"310","China","CHN",1992,"oil",53.21,40
"311","France","FRA",1992,"coal",34.23,41
"312","Germany","DEU",1992,"gas",32.89,42
"313","United Kingdom","GBR",1992,"oil",30.93,43
"314","Germany","DEU",1992,"oil",26.57,44
"315","Germany","DEU",1992,"hydro",17.4,45
"316","India","IND",1992,"gas",16.258,46
"317","Australia","AUS",1992,"hydro",15.9415,47
"318","Canada","CAN",1992,"oil",15.594,48
"319","India","IND",1992,"oil",14.811,49
"320","Canada","CAN",1992,"gas",13.122,50
"321","France","FRA",1992,"oil",13.06,51
"322","United Kingdom","GBR",1992,"gas",12.58,52
"323","Australia","AUS",1992,"gas",11.964,53
"324","South Africa","ZAF",1992,"nuclear",9.288,54
"325","India","IND",1992,"nuclear",6.4037104,55
"326","Brazil","BRA",1992,"oil",6.3331137,56
"327","United Kingdom","GBR",1992,"hydro",5.43,57
"328","Brazil","BRA",1992,"coal",5.0074778,58
"329","World","OWID_WRL",1992,"wind",4.732812,59
"330","Sweden","SWE",1992,"oil",3.43,60
"331","France","FRA",1992,"gas",3.18,61
"332","United States","USA",1992,"wind",2.9166899,62
"333","China","CHN",1992,"gas",2.467,63
"334","Australia","AUS",1992,"oil",2.3915,64
"335","Germany","DEU",1992,"bioenergy",2.04,65
"336","Sweden","SWE",1992,"bioenergy",2.01,66
"337","Sweden","SWE",1992,"coal",1.8,67
"338","Brazil","BRA",1992,"nuclear",1.759,68
"339","France","FRA",1992,"bioenergy",1.62,69
"340","United Kingdom","GBR",1992,"bioenergy",0.93,70
"341","Sweden","SWE",1992,"gas",0.79,71
"342","South Africa","ZAF",1992,"hydro",0.75200003,72
"343","France","FRA",1992,"other_renewables",0.52,73
"344","World","OWID_WRL",1992,"solar",0.4666791,74
"345","United States","USA",1992,"solar",0.40884447,75
"346","Brazil","BRA",1992,"gas",0.39,76
"347","Germany","DEU",1992,"wind",0.29,77
"348","Norway","NOR",1992,"bioenergy",0.23,78
"349","China","CHN",1992,"wind",0.13131313,79
"350","India","IND",1992,"wind",0.08847,80
"351","Norway","NOR",1992,"oil",0.06,81
"352","Canada","CAN",1992,"wind",0.059,82
"353","Norway","NOR",1992,"coal",0.05,83
"354","United Kingdom","GBR",1992,"wind",0.04,84
"355","Sweden","SWE",1992,"wind",0.03,85
"356","Australia","AUS",1992,"solar",0.0121,86
"357","Japan","JPN",1992,"solar",0.0105,87
"358","China","CHN",1992,"solar",0.003,88
"359","Canada","CAN",1992,"solar",0.002052632,89
"360","Australia","AUS",1992,"other_renewables",0,90
"361","Australia","AUS",1992,"bioenergy",0,91
"362","Australia","AUS",1992,"wind",0,92
"363","Australia","AUS",1992,"nuclear",0,93
"364","Brazil","BRA",1992,"other_renewables",0,94
"365","Brazil","BRA",1992,"bioenergy",0,95
"366","Brazil","BRA",1992,"solar",0,96
"367","Brazil","BRA",1992,"wind",0,97
"368","Canada","CAN",1992,"other_renewables",0,98
"369","Canada","CAN",1992,"bioenergy",0,99
"370","China","CHN",1992,"other_renewables",0,100
"371","China","CHN",1992,"bioenergy",0,101
"372","China","CHN",1992,"nuclear",0,102
"373","France","FRA",1992,"solar",0,103
"374","France","FRA",1992,"wind",0,104
"375","Germany","DEU",1992,"other_renewables",0,105
"376","Germany","DEU",1992,"solar",0,106
"377","India","IND",1992,"other_renewables",0,107
"378","India","IND",1992,"bioenergy",0,108
"379","India","IND",1992,"solar",0,109
"380","Japan","JPN",1992,"other_renewables",0,110
"381","Japan","JPN",1992,"bioenergy",0,111
"382","Japan","JPN",1992,"wind",0,112
"383","Norway","NOR",1992,"other_renewables",0,113
"384","Norway","NOR",1992,"solar",0,114
"385","Norway","NOR",1992,"wind",0,115
"386","Norway","NOR",1992,"nuclear",0,116
"387","Norway","NOR",1992,"gas",0,117
"388","Russia","RUS",1992,"other_renewables",0,118
"389","Russia","RUS",1992,"bioenergy",0,119
"390","Russia","RUS",1992,"solar",0,120
"391","Russia","RUS",1992,"wind",0,121
"392","South Africa","ZAF",1992,"other_renewables",0,122
"393","South Africa","ZAF",1992,"bioenergy",0,123
"394","South Africa","ZAF",1992,"solar",0,124
"395","South Africa","ZAF",1992,"wind",0,125
"396","South Africa","ZAF",1992,"oil",0,126
"397","South Africa","ZAF",1992,"gas",0,127
"398","Sweden","SWE",1992,"other_renewables",0,128
"399","Sweden","SWE",1992,"solar",0,129
"400","United Kingdom","GBR",1992,"other_renewables",0,130
"401","United Kingdom","GBR",1992,"solar",0,131
"402","United States","USA",1992,"other_renewables",0,132
"403","United States","USA",1992,"bioenergy",0,133
"404","World","OWID_WRL",1992,"other_renewables",0,134
"405","World","OWID_WRL",1992,"bioenergy",0,135
"406","World","OWID_WRL",1993,"coal",4727.899,1
"407","World","OWID_WRL",1993,"hydro",2341.4597,2
"408","World","OWID_WRL",1993,"nuclear",2184.9646,3
"409","World","OWID_WRL",1993,"gas",1863.8153,4
"410","United States","USA",1993,"coal",1831.2108,5
"411","World","OWID_WRL",1993,"oil",1266.6155,6
"412","United States","USA",1993,"nuclear",642.4118,7
"413","China","CHN",1993,"coal",589.22845,8
"414","United States","USA",1993,"gas",446.15784,9
"415","Russia","RUS",1993,"gas",429.16818,10
"416","France","FRA",1993,"nuclear",368.19,11
"417","Canada","CAN",1993,"hydro",322.2139,12
"418","Germany","DEU",1993,"coal",293.25,13
"419","United States","USA",1993,"hydro",279.25095,14
"420","India","IND",1993,"coal",252.784,15
"421","Japan","JPN",1993,"nuclear",247.69992,16
"422","Japan","JPN",1993,"oil",238.79599,17
"423","Brazil","BRA",1993,"hydro",235.065,18
"424","Japan","JPN",1993,"gas",182.32396,19
"425","Russia","RUS",1993,"hydro",174.289,20
"426","United Kingdom","GBR",1993,"coal",169.78,21
"427","South Africa","ZAF",1993,"coal",165.96,22
"428","Germany","DEU",1993,"nuclear",153.28,23
"429","China","CHN",1993,"hydro",151.84616,24
"430","Russia","RUS",1993,"coal",148.39156,25
"431","Japan","JPN",1993,"coal",140.2303,26
"432","Australia","AUS",1993,"coal",133.2774,27
"433","United States","USA",1993,"oil",121.27761,28
"434","Norway","NOR",1993,"hydro",119.23,29
"435","Russia","RUS",1993,"nuclear",119.186,30
"436","Canada","CAN",1993,"nuclear",93.28421,31
"437","Japan","JPN",1993,"hydro",92.58,32
"438","United Kingdom","GBR",1993,"nuclear",89.35,33
"439","Russia","RUS",1993,"oil",82.8856,34
"440","Canada","CAN",1993,"coal",82.384,35
"441","Sweden","SWE",1993,"hydro",74.65,36
"442","India","IND",1993,"hydro",70.7325,37
"443","China","CHN",1993,"oil",65.454,38
"444","France","FRA",1993,"hydro",64.89,39
"445","Sweden","SWE",1993,"nuclear",61.4,40
"446","Germany","DEU",1993,"gas",34.57,41
"447","United Kingdom","GBR",1993,"gas",34.04,42
"448","United Kingdom","GBR",1993,"oil",22.78,43
"449","France","FRA",1993,"coal",20.96,44
"450","Germany","DEU",1993,"oil",20.87,45
"451","Germany","DEU",1993,"hydro",17.88,46
"452","India","IND",1993,"gas",17.878,47
"453","Australia","AUS",1993,"hydro",16.387,48
"454","Canada","CAN",1993,"gas",15.299,49
"455","India","IND",1993,"oil",14.208,50
"456","Australia","AUS",1993,"gas",12.247,51
"457","Canada","CAN",1993,"oil",12.008,52
"458","France","FRA",1993,"oil",10.15,53
"459","South Africa","ZAF",1993,"nuclear",7.255,54
"460","India","IND",1993,"nuclear",6.2269344,55
"461","Brazil","BRA",1993,"oil",6.2156034,56
"462","World","OWID_WRL",1993,"wind",5.704169,57
"463","Brazil","BRA",1993,"coal",4.9085813,58
"464","United Kingdom","GBR",1993,"hydro",4.3,59
"465","Sweden","SWE",1993,"oil",4,60
"466","France","FRA",1993,"gas",3.5,61
"467","China","CHN",1993,"gas",3.124,62
"468","United States","USA",1993,"wind",3.0361888,63
"469","Australia","AUS",1993,"oil",2.3705,64
"470","Sweden","SWE",1993,"bioenergy",2.17,65
"471","Sweden","SWE",1993,"coal",2.08,66
"472","Germany","DEU",1993,"bioenergy",1.97,67
"473","China","CHN",1993,"nuclear",1.604,68
"474","France","FRA",1993,"bioenergy",1.48,69
"475","United Kingdom","GBR",1993,"bioenergy",1.2,70
"476","Sweden","SWE",1993,"gas",0.91,71
"477","Germany","DEU",1993,"wind",0.67,72
"478","World","OWID_WRL",1993,"solar",0.5566775,73
"479","France","FRA",1993,"other_renewables",0.49,74
"480","United States","USA",1993,"solar",0.47516188,75
"481","Brazil","BRA",1993,"nuclear",0.442,76
"482","Brazil","BRA",1993,"gas",0.388,77
"483","Norway","NOR",1993,"bioenergy",0.24,78
"484","United Kingdom","GBR",1993,"wind",0.22,79
"485","China","CHN",1993,"wind",0.21212122,80
"486","South Africa","ZAF",1993,"hydro",0.14600004,81
"487","India","IND",1993,"wind",0.09477,82
"488","Norway","NOR",1993,"oil",0.07,83
"489","Canada","CAN",1993,"wind",0.059,84
"490","Norway","NOR",1993,"coal",0.05,85
"491","Sweden","SWE",1993,"wind",0.05,86
"492","Japan","JPN",1993,"solar",0.0225,87
"493","Australia","AUS",1993,"solar",0.0146,88
"494","Norway","NOR",1993,"wind",0.01,89
"495","Norway","NOR",1993,"gas",0.01,90
"496","China","CHN",1993,"solar",0.004,91
"497","Canada","CAN",1993,"solar",0.002052632,92
"498","Australia","AUS",1993,"wind",0.002,93
"499","Japan","JPN",1993,"wind",0.000959596,94
"500","Australia","AUS",1993,"other_renewables",0,95
"501","Australia","AUS",1993,"bioenergy",0,96
"502","Australia","AUS",1993,"nuclear",0,97
"503","Brazil","BRA",1993,"other_renewables",0,98
"504","Brazil","BRA",1993,"bioenergy",0,99
"505","Brazil","BRA",1993,"solar",0,100
"506","Brazil","BRA",1993,"wind",0,101
"507","Canada","CAN",1993,"other_renewables",0,102
"508","Canada","CAN",1993,"bioenergy",0,103
"509","China","CHN",1993,"other_renewables",0,104
"510","China","CHN",1993,"bioenergy",0,105
"511","France","FRA",1993,"solar",0,106
"512","France","FRA",1993,"wind",0,107
"513","Germany","DEU",1993,"other_renewables",0,108
"514","Germany","DEU",1993,"solar",0,109
"515","India","IND",1993,"other_renewables",0,110
"516","India","IND",1993,"bioenergy",0,111
"517","India","IND",1993,"solar",0,112
"518","Japan","JPN",1993,"other_renewables",0,113
"519","Japan","JPN",1993,"bioenergy",0,114
"520","Norway","NOR",1993,"other_renewables",0,115
"521","Norway","NOR",1993,"solar",0,116
"522","Norway","NOR",1993,"nuclear",0,117
"523","Russia","RUS",1993,"other_renewables",0,118
"524","Russia","RUS",1993,"bioenergy",0,119
"525","Russia","RUS",1993,"solar",0,120
"526","Russia","RUS",1993,"wind",0,121
"527","South Africa","ZAF",1993,"other_renewables",0,122
"528","South Africa","ZAF",1993,"bioenergy",0,123
"529","South Africa","ZAF",1993,"solar",0,124
"530","South Africa","ZAF",1993,"wind",0,125
"531","South Africa","ZAF",1993,"oil",0,126
"532","South Africa","ZAF",1993,"gas",0,127
"533","Sweden","SWE",1993,"other_renewables",0,128
"534","Sweden","SWE",1993,"solar",0,129
"535","United Kingdom","GBR",1993,"other_renewables",0,130
"536","United Kingdom","GBR",1993,"solar",0,131
"537","United States","USA",1993,"other_renewables",0,132
"538","United States","USA",1993,"bioenergy",0,133
"539","World","OWID_WRL",1993,"other_renewables",0,134
"540","World","OWID_WRL",1993,"bioenergy",0,135
"541","World","OWID_WRL",1994,"coal",4891.904,1
"542","World","OWID_WRL",1994,"hydro",2356.203,2
"543","World","OWID_WRL",1994,"nuclear",2225.9788,3
"544","World","OWID_WRL",1994,"gas",1925.1002,4
"545","United States","USA",1994,"coal",1832.272,5
"546","World","OWID_WRL",1994,"oil",1302.1187,6
"547","China","CHN",1994,"coal",693.4084,7
"548","United States","USA",1994,"nuclear",674.1472,8
"549","United States","USA",1994,"gas",494.8588,9
"550","Russia","RUS",1994,"gas",363.7423,10
"551","France","FRA",1994,"nuclear",359.98,11
"552","Canada","CAN",1994,"hydro",327.8556,12
"553","Germany","DEU",1994,"coal",290.29,13
"554","Japan","JPN",1994,"oil",281.11688,14
"555","India","IND",1994,"coal",264.609,15
"556","United States","USA",1994,"hydro",259.3413,16
"557","Japan","JPN",1994,"nuclear",258.248,17
"558","Brazil","BRA",1994,"hydro",242.7051,18
"559","Japan","JPN",1994,"gas",199.1195,19
"560","Russia","RUS",1994,"hydro",175.926,20
"561","South Africa","ZAF",1994,"coal",169.402,21
"562","China","CHN",1994,"hydro",167.42897,22
"563","Russia","RUS",1994,"coal",162.48473,23
"564","United Kingdom","GBR",1994,"coal",160.03,24
"565","Japan","JPN",1994,"coal",156.84714,25
