"","Entity","Code","Year","source","energy_twh","rank"
"566","Germany","DEU",1994,"nuclear",150.7,26
"567","Australia","AUS",1994,"coal",136.8941,27
"568","United States","USA",1994,"oil",113.872025,28
"569","Norway","NOR",1994,"hydro",111.64,29
"570","Canada","CAN",1994,"nuclear",107.08421,30
"571","Russia","RUS",1994,"nuclear",97.82,31
"572","United Kingdom","GBR",1994,"nuclear",88.28,32
"573","Canada","CAN",1994,"coal",86.651,33
"574","India","IND",1994,"hydro",80.21211,34
"575","France","FRA",1994,"hydro",78.79,35
"576","Russia","RUS",1994,"oil",73.27044,36
"577","Sweden","SWE",1994,"nuclear",73.16,37
"578","Japan","JPN",1994,"hydro",64.462,38
"579","Sweden","SWE",1994,"hydro",59.1,39
"580","United Kingdom","GBR",1994,"gas",53.26,40
"581","China","CHN",1994,"oil",48.199,41
"582","Germany","DEU",1994,"gas",40.25,42
"583","India","IND",1994,"gas",21.882,43
"584","France","FRA",1994,"coal",20.9,44
"585","Germany","DEU",1994,"oil",20.53,45
"586","Germany","DEU",1994,"hydro",19.93,46
"587","United Kingdom","GBR",1994,"oil",16.5,47
"588","Australia","AUS",1994,"hydro",16.15,48
"589","India","IND",1994,"oil",15.747,49
"590","Canada","CAN",1994,"gas",15.437,50
"591","China","CHN",1994,"nuclear",14.756,51
"592","Australia","AUS",1994,"gas",13.556,52
"593","Canada","CAN",1994,"oil",10.068,53
"594","South Africa","ZAF",1994,"nuclear",9.697,54
"595","France","FRA",1994,"oil",9.14,55
"596","World","OWID_WRL",1994,"wind",7.13173,56
"597","Brazil","BRA",1994,"oil",6.44245,57
"598","United Kingdom","GBR",1994,"hydro",5.09,58
"599","Brazil","BRA",1994,"coal",4.9706693,59
"600","India","IND",1994,"nuclear",4.9453087,60
"601","Sweden","SWE",1994,"oil",4.67,61
"602","France","FRA",1994,"gas",3.63,62
"603","United States","USA",1994,"wind",3.4819283,63
"604","China","CHN",1994,"gas",3.154,64
"605","Sweden","SWE",1994,"coal",2.61,65
"606","Australia","AUS",1994,"oil",2.529,66
"607","Sweden","SWE",1994,"bioenergy",2.23,67
"608","Germany","DEU",1994,"bioenergy",2.07,68
"609","France","FRA",1994,"bioenergy",1.66,69
"610","United Kingdom","GBR",1994,"bioenergy",1.52,70
"611","Germany","DEU",1994,"wind",1.43,71
"612","South Africa","ZAF",1994,"hydro",1.0739999,72
"613","Sweden","SWE",1994,"gas",0.86,73
"614","World","OWID_WRL",1994,"solar",0.5969829,74
"615","United States","USA",1994,"solar",0.5018728,75
"616","France","FRA",1994,"other_renewables",0.5,76
"617","Brazil","BRA",1994,"gas",0.47916743,77
"618","China","CHN",1994,"wind",0.3838384,78
"619","United Kingdom","GBR",1994,"wind",0.34,79
"620","Norway","NOR",1994,"bioenergy",0.27,80
"621","India","IND",1994,"wind",0.19128,81
"622","Norway","NOR",1994,"gas",0.15,82
"623","Norway","NOR",1994,"oil",0.07,83
"624","Sweden","SWE",1994,"wind",0.07,84
"625","Norway","NOR",1994,"coal",0.06,85
"626","Canada","CAN",1994,"wind",0.059,86
"627","Brazil","BRA",1994,"nuclear",0.055,87
"628","Japan","JPN",1994,"solar",0.029,88
"629","Australia","AUS",1994,"solar",0.0174,89
"630","Germany","DEU",1994,"solar",0.01,90
"631","Norway","NOR",1994,"wind",0.01,91
"632","Australia","AUS",1994,"wind",0.0055,92
"633","China","CHN",1994,"solar",0.005,93
"634","Canada","CAN",1994,"solar",0.002052632,94
"635","Japan","JPN",1994,"wind",0.000959596,95
"636","Australia","AUS",1994,"other_renewables",0,96
"637","Australia","AUS",1994,"bioenergy",0,97
"638","Australia","AUS",1994,"nuclear",0,98
"639","Brazil","BRA",1994,"other_renewables",0,99
"640","Brazil","BRA",1994,"bioenergy",0,100
"641","Brazil","BRA",1994,"solar",0,101
"642","Brazil","BRA",1994,"wind",0,102
"643","Canada","CAN",1994,"other_renewables",0,103
"644","Canada","CAN",1994,"bioenergy",0,104
"645","China","CHN",1994,"other_renewables",0,105
"646","China","CHN",1994,"bioenergy",0,106
"647","France","FRA",1994,"solar",0,107
"648","France","FRA",1994,"wind",0,108
"649","Germany","DEU",1994,"other_renewables",0,109
"650","India","IND",1994,"other_renewables",0,110
"651","India","IND",1994,"bioenergy",0,111
"652","India","IND",1994,"solar",0,112
"653","Japan","JPN",1994,"other_renewables",0,113
"654","Japan","JPN",1994,"bioenergy",0,114
"655","Norway","NOR",1994,"other_renewables",0,115
"656","Norway","NOR",1994,"solar",0,116
"657","Norway","NOR",1994,"nuclear",0,117
"658","Russia","RUS",1994,"other_renewables",0,118
"659","Russia","RUS",1994,"bioenergy",0,119
"660","Russia","RUS",1994,"solar",0,120
"661","Russia","RUS",1994,"wind",0,121
"662","South Africa","ZAF",1994,"other_renewables",0,122
"663","South Africa","ZAF",1994,"bioenergy",0,123
"664","South Africa","ZAF",1994,"solar",0,124
"665","South Africa","ZAF",1994,"wind",0,125
"666","South Africa","ZAF",1994,"oil",0,126
"667","South Africa","ZAF",1994,"gas",0,127
"668","Sweden","SWE",1994,"other_renewables",0,128
"669","Sweden","SWE",1994,"solar",0,129
"670","United Kingdom","GBR",1994,"other_renewables",0,130
"671","United Kingdom","GBR",1994,"solar",0,131
"672","United States","USA",1994,"other_renewables",0,132
"673","United States","USA",1994,"bioenergy",0,133
"674","World","OWID_WRL",1994,"other_renewables",0,134
"675","World","OWID_WRL",1994,"bioenergy",0,135
"676","World","OWID_WRL",1995,"coal",5038.9316,1
"677","World","OWID_WRL",1995,"hydro",2483.6868,2
"678","World","OWID_WRL",1995,"nuclear",2322.5298,3
"679","World","OWID_WRL",1995,"gas",2036.3821,4
"680","United States","USA",1995,"coal",1853.007,5
"681","World","OWID_WRL",1995,"oil",1259.9452,6
"682","China","CHN",1995,"coal",741.8859,7
"683","United States","USA",1995,"nuclear",708.84436,8
"684","United States","USA",1995,"gas",533.3956,9
"685","France","FRA",1995,"nuclear",377.23,10
"686","Russia","RUS",1995,"gas",353.54422,11
"687","Canada","CAN",1995,"hydro",334.05972,12
"688","United States","USA",1995,"hydro",311.21982,13
"689","India","IND",1995,"coal",296.292,14
"690","Germany","DEU",1995,"coal",289.14,15
"691","Japan","JPN",1995,"nuclear",286.88828,16
"692","Brazil","BRA",1995,"hydro",253.9051,17
"693","Japan","JPN",1995,"oil",248.6747,18
"694","Japan","JPN",1995,"gas",201.16463,19
"695","China","CHN",1995,"hydro",190.58,20
"696","Russia","RUS",1995,"hydro",176.2552,21
"697","South Africa","ZAF",1995,"coal",173.551,22
"698","Japan","JPN",1995,"coal",168.6008,23
"699","Russia","RUS",1995,"coal",160.29596,24
"700","United Kingdom","GBR",1995,"coal",153.84,25
"701","Germany","DEU",1995,"nuclear",153.09,26
"702","Australia","AUS",1995,"coal",141.93535,27
"703","Norway","NOR",1995,"hydro",121.53,28
"704","Russia","RUS",1995,"nuclear",99.532,29
"705","Canada","CAN",1995,"nuclear",97.16421,30
"706","Canada","CAN",1995,"coal",91.60398,31
"707","United Kingdom","GBR",1995,"nuclear",88.96,32
"708","United States","USA",1995,"oil",80.165665,33
"709","Japan","JPN",1995,"hydro",78.793,34
"710","India","IND",1995,"hydro",75.920876,35
"711","France","FRA",1995,"hydro",73.12,36
"712","Sweden","SWE",1995,"nuclear",69.93,37
"713","Sweden","SWE",1995,"hydro",68.1,38
"714","Russia","RUS",1995,"oil",67.79186,39
"715","United Kingdom","GBR",1995,"gas",63.74,40
"716","China","CHN",1995,"oil",55.094,41
"717","Germany","DEU",1995,"gas",43.18,42
"718","India","IND",1995,"gas",29.434,43
"719","France","FRA",1995,"coal",24.18,44
"720","Germany","DEU",1995,"hydro",21.78,45
"721","Germany","DEU",1995,"oil",21.47,46
"722","Canada","CAN",1995,"gas",19.975483,47
"723","United Kingdom","GBR",1995,"oil",19.07,48
"724","India","IND",1995,"oil",16.826,49
"725","Australia","AUS",1995,"hydro",15.631,50
"726","Australia","AUS",1995,"gas",13.679,51
"727","China","CHN",1995,"nuclear",12.833,52
"728","South Africa","ZAF",1995,"nuclear",11.301,53
"729","France","FRA",1995,"oil",10.5,54
"730","World","OWID_WRL",1995,"wind",8.272123,55
"731","India","IND",1995,"nuclear",7.6146264,56
"732","Brazil","BRA",1995,"oil",7.5814815,57
"733","Canada","CAN",1995,"oil",6.303441,58
"734","Brazil","BRA",1995,"coal",5.442427,59
"735","United Kingdom","GBR",1995,"hydro",4.84,60
"736","Sweden","SWE",1995,"oil",4.68,61
"737","France","FRA",1995,"gas",3.84,62
"738","United States","USA",1995,"wind",3.1962152,63
"739","China","CHN",1995,"gas",2.999,64
"740","Australia","AUS",1995,"oil",2.7715,65
"741","Brazil","BRA",1995,"nuclear",2.519,66
"742","Germany","DEU",1995,"bioenergy",2.43,67
"743","Sweden","SWE",1995,"bioenergy",2.35,68
"744","Sweden","SWE",1995,"coal",2.27,69
"745","France","FRA",1995,"bioenergy",1.82,70
"746","Germany","DEU",1995,"wind",1.71,71
"747","United Kingdom","GBR",1995,"bioenergy",1.64,72
"748","Sweden","SWE",1995,"gas",0.85,73
"749","World","OWID_WRL",1995,"solar",0.63888276,74
"750","China","CHN",1995,"wind",0.61616164,75
"751","Brazil","BRA",1995,"gas",0.5596937,76
"752","South Africa","ZAF",1995,"hydro",0.529,77
"753","United States","USA",1995,"solar",0.5144716,78
"754","France","FRA",1995,"other_renewables",0.51,79
"755","India","IND",1995,"wind",0.49647,80
"756","United Kingdom","GBR",1995,"wind",0.39,81
"757","Norway","NOR",1995,"bioenergy",0.29,82
"758","Norway","NOR",1995,"gas",0.19,83
"759","Sweden","SWE",1995,"wind",0.1,84
"760","Norway","NOR",1995,"coal",0.06,85
"761","Canada","CAN",1995,"wind",0.059,86
"762","Norway","NOR",1995,"oil",0.05,87
"763","Japan","JPN",1995,"solar",0.0395,88
"764","Australia","AUS",1995,"solar",0.02115,89
"765","Germany","DEU",1995,"solar",0.01,90
"766","Norway","NOR",1995,"wind",0.01,91
"767","Australia","AUS",1995,"wind",0.007,92
"768","China","CHN",1995,"solar",0.007,93
"769","Canada","CAN",1995,"solar",0.003842105,94
"770","India","IND",1995,"solar",0.001010101,95
"771","Japan","JPN",1995,"wind",0.000959596,96
"772","Australia","AUS",1995,"other_renewables",0,97
"773","Australia","AUS",1995,"bioenergy",0,98
"774","Australia","AUS",1995,"nuclear",0,99
"775","Brazil","BRA",1995,"other_renewables",0,100
"776","Brazil","BRA",1995,"bioenergy",0,101
"777","Brazil","BRA",1995,"solar",0,102
"778","Brazil","BRA",1995,"wind",0,103
"779","Canada","CAN",1995,"other_renewables",0,104
"780","Canada","CAN",1995,"bioenergy",0,105
"781","China","CHN",1995,"other_renewables",0,106
"782","China","CHN",1995,"bioenergy",0,107
"783","France","FRA",1995,"solar",0,108
"784","France","FRA",1995,"wind",0,109
"785","Germany","DEU",1995,"other_renewables",0,110
"786","India","IND",1995,"other_renewables",0,111
"787","India","IND",1995,"bioenergy",0,112
"788","Japan","JPN",1995,"other_renewables",0,113
"789","Japan","JPN",1995,"bioenergy",0,114
"790","Norway","NOR",1995,"other_renewables",0,115
"791","Norway","NOR",1995,"solar",0,116
"792","Norway","NOR",1995,"nuclear",0,117
"793","Russia","RUS",1995,"other_renewables",0,118
"794","Russia","RUS",1995,"bioenergy",0,119
"795","Russia","RUS",1995,"solar",0,120
"796","Russia","RUS",1995,"wind",0,121
"797","South Africa","ZAF",1995,"other_renewables",0,122
"798","South Africa","ZAF",1995,"bioenergy",0,123
"799","South Africa","ZAF",1995,"solar",0,124
"800","South Africa","ZAF",1995,"wind",0,125
"801","South Africa","ZAF",1995,"oil",0,126
"802","South Africa","ZAF",1995,"gas",0,127
"803","Sweden","SWE",1995,"other_renewables",0,128
"804","Sweden","SWE",1995,"solar",0,129
"805","United Kingdom","GBR",1995,"other_renewables",0,130
"806","United Kingdom","GBR",1995,"solar",0,131
"807","United States","USA",1995,"other_renewables",0,132
"808","United States","USA",1995,"bioenergy",0,133
"809","World","OWID_WRL",1995,"other_renewables",0,134
"810","World","OWID_WRL",1995,"bioenergy",0,135
"811","World","OWID_WRL",1996,"coal",5279.661,1
"812","World","OWID_WRL",1996,"hydro",2517.03,2
"813","World","OWID_WRL",1996,"nuclear",2406.615,3
"814","World","OWID_WRL",1996,"gas",2101.594,4
"815","United States","USA",1996,"coal",1945.7542,5
"816","World","OWID_WRL",1996,"oil",1245.6957,6
"817","China","CHN",1996,"coal",824.1841,7
"818","United States","USA",1996,"nuclear",710.2406,8
"819","United States","USA",1996,"gas",489.30707,9
"820","France","FRA",1996,"nuclear",397.34,10
"821","Russia","RUS",1996,"gas",364.11108,11
"822","Canada","CAN",1996,"hydro",354.59207,12
"823","United States","USA",1996,"hydro",347.54947,13
"824","India","IND",1996,"coal",312.234,14
"825","Japan","JPN",1996,"nuclear",296.50116,15
"826","Germany","DEU",1996,"coal",295.99,16
"827","Brazil","BRA",1996,"hydro",265.7358,17
"828","Japan","JPN",1996,"oil",237.25818,18
"829","Japan","JPN",1996,"gas",212.91621,19
"830","China","CHN",1996,"hydro",187.97,20
"831","South Africa","ZAF",1996,"coal",184.718,21
"832","Japan","JPN",1996,"coal",178.44434,22
"833","Russia","RUS",1996,"coal",160.6306,23
"834","Germany","DEU",1996,"nuclear",160.02,24
"835","Russia","RUS",1996,"hydro",154.309,25
"836","Australia","AUS",1996,"coal",148.4309,26
"837","United Kingdom","GBR",1996,"coal",145.22,27
"838","Russia","RUS",1996,"nuclear",109.026,28
"839","Norway","NOR",1996,"hydro",103.86,29
"840","United Kingdom","GBR",1996,"nuclear",94.67,30
"841","Canada","CAN",1996,"nuclear",92.12211,31
"842","Canada","CAN",1996,"coal",89.62108,32
"843","United States","USA",1996,"oil",87.53895,33
"844","United Kingdom","GBR",1996,"gas",84.09,34
"845","Japan","JPN",1996,"hydro",77.173,35
"846","Sweden","SWE",1996,"nuclear",74.27,36
"847","India","IND",1996,"hydro",69.05754,37
"848","France","FRA",1996,"hydro",66.04,38
"849","Russia","RUS",1996,"oil",56.507877,39
"850","Sweden","SWE",1996,"hydro",51.74,40
"851","China","CHN",1996,"oil",50.351,41
"852","Germany","DEU",1996,"gas",48.02,42
"853","India","IND",1996,"gas",32.024,43
"854","France","FRA",1996,"coal",28.04,44
"855","Germany","DEU",1996,"hydro",21.96,45
"856","Germany","DEU",1996,"oil",20.11,46
"857","India","IND",1996,"oil",19.848,47
"858","United Kingdom","GBR",1996,"oil",19.66,48
"859","Canada","CAN",1996,"gas",18.621506,49
"860","Australia","AUS",1996,"hydro",15.9685,50
"861","China","CHN",1996,"nuclear",14.338,51
"862","Australia","AUS",1996,"gas",11.9355,52
"863","South Africa","ZAF",1996,"nuclear",11.775,53
"864","France","FRA",1996,"oil",11.19,54
"865","Brazil","BRA",1996,"oil",9.328145,55
"866","World","OWID_WRL",1996,"wind",9.215601,56
"867","India","IND",1996,"nuclear",8.401279,57
"868","Sweden","SWE",1996,"oil",7.97,58
"869","Canada","CAN",1996,"oil",7.4223657,59
"870","Brazil","BRA",1996,"coal",6.0257387,60
"871","France","FRA",1996,"gas",4.12,61
"872","Sweden","SWE",1996,"coal",3.69,62
"873","United Kingdom","GBR",1996,"hydro",3.39,63
"874","United States","USA",1996,"wind",3.2667363,64
"875","China","CHN",1996,"gas",2.828,65
"876","Germany","DEU",1996,"bioenergy",2.5,66
"877","Australia","AUS",1996,"oil",2.49,67
"878","Brazil","BRA",1996,"nuclear",2.427,68
"879","Sweden","SWE",1996,"bioenergy",2.12,69
"880","Germany","DEU",1996,"wind",2.08,70
"881","France","FRA",1996,"bioenergy",1.93,71
"882","United Kingdom","GBR",1996,"bioenergy",1.8,72
"883","South Africa","ZAF",1996,"hydro",1.3189999,73
"884","Brazil","BRA",1996,"gas",0.97414684,74
"885","India","IND",1996,"wind",0.87838,75
"886","World","OWID_WRL",1996,"solar",0.69922996,76
"887","Sweden","SWE",1996,"gas",0.68,77
"888","United States","USA",1996,"solar",0.54134125,78
"889","France","FRA",1996,"other_renewables",0.49,79
"890","United Kingdom","GBR",1996,"wind",0.49,80
"891","Norway","NOR",1996,"bioenergy",0.3,81
"892","Norway","NOR",1996,"gas",0.28,82
"893","Sweden","SWE",1996,"wind",0.14,83
"894","China","CHN",1996,"wind",0.093939394,84
"895","Norway","NOR",1996,"oil",0.07,85
"896","Canada","CAN",1996,"wind",0.062,86
"897","Japan","JPN",1996,"solar",0.0545,87
"898","Norway","NOR",1996,"coal",0.05,88
"899","Australia","AUS",1996,"solar",0.0256,89
"900","France","FRA",1996,"wind",0.01,90
"901","Germany","DEU",1996,"solar",0.01,91
"902","Norway","NOR",1996,"wind",0.01,92
"903","China","CHN",1996,"solar",0.009,93
"904","Australia","AUS",1996,"wind",0.007,94
"905","India","IND",1996,"solar",0.006060606,95
"906","Canada","CAN",1996,"solar",0.005894737,96
"907","Brazil","BRA",1996,"wind",0.002,97
"908","Japan","JPN",1996,"wind",0.001919192,98
"909","Australia","AUS",1996,"other_renewables",0,99
"910","Australia","AUS",1996,"bioenergy",0,100
"911","Australia","AUS",1996,"nuclear",0,101
"912","Brazil","BRA",1996,"other_renewables",0,102
"913","Brazil","BRA",1996,"bioenergy",0,103
"914","Brazil","BRA",1996,"solar",0,104
"915","Canada","CAN",1996,"other_renewables",0,105
"916","Canada","CAN",1996,"bioenergy",0,106
"917","China","CHN",1996,"other_renewables",0,107
"918","China","CHN",1996,"bioenergy",0,108
"919","France","FRA",1996,"solar",0,109
"920","Germany","DEU",1996,"other_renewables",0,110
"921","India","IND",1996,"other_renewables",0,111
"922","India","IND",1996,"bioenergy",0,112
"923","Japan","JPN",1996,"other_renewables",0,113
"924","Japan","JPN",1996,"bioenergy",0,114
"925","Norway","NOR",1996,"other_renewables",0,115
"926","Norway","NOR",1996,"solar",0,116
"927","Norway","NOR",1996,"nuclear",0,117
"928","Russia","RUS",1996,"other_renewables",0,118
"929","Russia","RUS",1996,"bioenergy",0,119
"930","Russia","RUS",1996,"solar",0,120
"931","Russia","RUS",1996,"wind",0,121
"932","South Africa","ZAF",1996,"other_renewables",0,122
"933","South Africa","ZAF",1996,"bioenergy",0,123
"934","South Africa","ZAF",1996,"solar",0,124
"935","South Africa","ZAF",1996,"wind",0,125
"936","South Africa","ZAF",1996,"oil",0,126
"937","South Africa","ZAF",1996,"gas",0,127
"938","Sweden","SWE",1996,"other_renewables",0,128
"939","Sweden","SWE",1996,"solar",0,129
"940","United Kingdom","GBR",1996,"other_renewables",0,130
"941","United Kingdom","GBR",1996,"solar",0,131
"942","United States","USA",1996,"other_renewables",0,132
"943","United States","USA",1996,"bioenergy",0,133
"944","World","OWID_WRL",1996,"other_renewables",0,134
"945","World","OWID_WRL",1996,"bioenergy",0,135
"946","World","OWID_WRL",1997,"coal",5395.626,1
"947","World","OWID_WRL",1997,"hydro",2561.359,2
"948","World","OWID_WRL",1997,"nuclear",2390.0642,3
"949","World","OWID_WRL",1997,"gas",2271.0615,4
"950","United States","USA",1997,"coal",1998.2434,5
"951","World","OWID_WRL",1997,"oil",1244.647,6
"952","China","CHN",1997,"coal",867.0265,7
"953","United States","USA",1997,"nuclear",661.7307,8
"954","United States","USA",1997,"gas",515.4824,9
"955","France","FRA",1997,"nuclear",395.48,10
"956","Russia","RUS",1997,"gas",356.86755,11
"957","United States","USA",1997,"hydro",355.9731,12
"958","Canada","CAN",1997,"hydro",348.67963,13
"959","India","IND",1997,"coal",325.827,14
"960","Japan","JPN",1997,"nuclear",321.15695,15
"961","Germany","DEU",1997,"coal",284.34003,16
"962","Brazil","BRA",1997,"hydro",278.9725,17
"963","Japan","JPN",1997,"gas",219.67732,18
"964","Japan","JPN",1997,"oil",208.94281,19
"965","China","CHN",1997,"hydro",195.98,20
"966","South Africa","ZAF",1997,"coal",192.869,21
"967","Japan","JPN",1997,"coal",188.13504,22
"968","Germany","DEU",1997,"nuclear",170.33,23
"969","Australia","AUS",1997,"coal",157.47385,24
"970","Russia","RUS",1997,"hydro",157.434,25
"971","Russia","RUS",1997,"coal",157.0224,26
"972","United Kingdom","GBR",1997,"coal",119.72,27
"973","United Kingdom","GBR",1997,"gas",110.96,28
"974","Norway","NOR",1997,"hydro",109.78,29
"975","Russia","RUS",1997,"nuclear",108.498,30
"976","United States","USA",1997,"oil",99.52137,31
"977","United Kingdom","GBR",1997,"nuclear",98.15,32
"978","Canada","CAN",1997,"coal",96.92591,33
"979","Japan","JPN",1997,"hydro",86.44,34
"980","Canada","CAN",1997,"nuclear",81.954735,35
