"","Entity","Code","Year","source","energy_twh","rank"
"501","World","OWID_WRL",2013,"nuclear",6512.8066,6
"502","World","OWID_WRL",2013,"wind",1732.0238,7
"503","World","OWID_WRL",2013,"other_renewables",1442.059,8
"504","World","OWID_WRL",2013,"solar",377.72363,9
"505","World","OWID_WRL",2014,"oil",49934.684,1
"506","World","OWID_WRL",2014,"coal",44858.12,2
"507","World","OWID_WRL",2014,"gas",33977.36,3
"508","World","OWID_WRL",2014,"bioenergy",12098.8694,4
"509","World","OWID_WRL",2014,"hydro",10535.74,5
"510","World","OWID_WRL",2014,"nuclear",6606.008,6
"511","World","OWID_WRL",2014,"wind",1912.321,7
"512","World","OWID_WRL",2014,"other_renewables",1560.9077,8
"513","World","OWID_WRL",2014,"solar",534.40076,9
"514","World","OWID_WRL",2015,"oil",50964.02,1
"515","World","OWID_WRL",2015,"coal",43669.83,2
"516","World","OWID_WRL",2015,"gas",34788.023,3
"517","World","OWID_WRL",2015,"bioenergy",12023.97784,4
"518","World","OWID_WRL",2015,"hydro",10447.261,5
"519","World","OWID_WRL",2015,"nuclear",6655.106,6
"520","World","OWID_WRL",2015,"wind",2238.8726,7
"521","World","OWID_WRL",2015,"other_renewables",1688.6459,8
"522","World","OWID_WRL",2015,"solar",689.34564,9
"523","World","OWID_WRL",2016,"oil",51992.56,1
"524","World","OWID_WRL",2016,"coal",42715.14,2
"525","World","OWID_WRL",2016,"gas",35592.57,3
"526","World","OWID_WRL",2016,"bioenergy",12064.7291,4
"527","World","OWID_WRL",2016,"hydro",10746.731,5
"528","World","OWID_WRL",2016,"nuclear",6714.155,6
"529","World","OWID_WRL",2016,"wind",2575.6694,7
"530","World","OWID_WRL",2016,"other_renewables",1714.8402,8
"531","World","OWID_WRL",2016,"solar",879.17914,9
"532","World","OWID_WRL",2017,"oil",52866.46,1
"533","World","OWID_WRL",2017,"coal",43129.867,2
"534","World","OWID_WRL",2017,"gas",36521.11,3
"535","World","OWID_WRL",2017,"bioenergy",12085.0694,4
"536","World","OWID_WRL",2017,"hydro",10834.706,5
"537","World","OWID_WRL",2017,"nuclear",6734.279,6
"538","World","OWID_WRL",2017,"wind",3037.927,7
"539","World","OWID_WRL",2017,"other_renewables",1826.1881,8
"540","World","OWID_WRL",2017,"solar",1185.5515,9
"541","World","OWID_WRL",2018,"oil",53405.137,1
"542","World","OWID_WRL",2018,"coal",43795.4,2
"543","World","OWID_WRL",2018,"gas",38355.83,3
"544","World","OWID_WRL",2018,"bioenergy",12160.8936,4
"545","World","OWID_WRL",2018,"hydro",11084.954,5
"546","World","OWID_WRL",2018,"nuclear",6855.408,6
"547","World","OWID_WRL",2018,"wind",3358.8267,7
"548","World","OWID_WRL",2018,"other_renewables",1973.996,8
"549","World","OWID_WRL",2018,"solar",1523.3044,9
"550","World","OWID_WRL",2019,"oil",53512.844,1
"551","World","OWID_WRL",2019,"coal",43534.613,2
"552","World","OWID_WRL",2019,"gas",39058.266,3
"553","World","OWID_WRL",2019,"bioenergy",12235.6016,4
"554","World","OWID_WRL",2019,"hydro",11185.189,5
"555","World","OWID_WRL",2019,"nuclear",7071.7817,6
"556","World","OWID_WRL",2019,"wind",3744.7256,7
"557","World","OWID_WRL",2019,"other_renewables",2072.3691,8
"558","World","OWID_WRL",2019,"solar",1858.954,9
"559","World","OWID_WRL",2020,"oil",48609.645,1
"560","World","OWID_WRL",2020,"coal",42233.39,2
"561","World","OWID_WRL",2020,"gas",38603.406,3
"562","World","OWID_WRL",2020,"bioenergy",12184.7583,4
"563","World","OWID_WRL",2020,"hydro",11448.027,5
"564","World","OWID_WRL",2020,"nuclear",6776.866,6
"565","World","OWID_WRL",2020,"wind",4186.181,7
"566","World","OWID_WRL",2020,"solar",2243.835,8
"567","World","OWID_WRL",2020,"other_renewables",2182.6973,9
"568","World","OWID_WRL",2021,"oil",51349.656,1
"569","World","OWID_WRL",2021,"coal",44564.812,2
"570","World","OWID_WRL",2021,"gas",40670.66,3
"571","World","OWID_WRL",2021,"bioenergy",12253.8717,4
"572","World","OWID_WRL",2021,"hydro",11222.36,5
"573","World","OWID_WRL",2021,"nuclear",7037.069,6
"574","World","OWID_WRL",2021,"wind",4851.594,7
"575","World","OWID_WRL",2021,"solar",2771.829,8
"576","World","OWID_WRL",2021,"other_renewables",2335.3115,9
"577","World","OWID_WRL",2022,"oil",52969.59,1
"578","World","OWID_WRL",2022,"coal",44854.035,2
"579","World","OWID_WRL",2022,"gas",39413.043,3
"580","World","OWID_WRL",2022,"bioenergy",12310.2067,4
"581","World","OWID_WRL",2022,"hydro",11299.816,5
"582","World","OWID_WRL",2022,"nuclear",6702.3394,6
"583","World","OWID_WRL",2022,"wind",5487.6,7
"584","World","OWID_WRL",2022,"solar",3448.2373,8
"585","World","OWID_WRL",2022,"other_renewables",2413.8076,9
